nr,nachname,vorname,ort,partei,titel,geschaeftsnummer,erstunterzeichner
325,Walther,René,,FDP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Mathis Müller, Stefan Leuthold, René Walther vom 2. Dezember 2020 ""Biodiversitätsschädigende Subventionen im Thurgau""",20/AN 3/88,nein
361,Macedo,Gabriel,,FDP,"Interpellation von Gabriel Macedo, Bruno Lüscher, Kurt Baumann, Elisabeth Rickenbach, Barbara Dätwyler Weber, Hans Feuz, Mathis Müller, Daniel Frischknecht und Robert Meyer vom 2. Dezember 2020 ""Kantonale Handlungsmöglichkeiten bei den Krankenkassenprämien""",20/IN 14/89,ja
65,Lüscher,Bruno,,FDP,"Interpellation von Gabriel Macedo, Bruno Lüscher, Kurt Baumann, Elisabeth Rickenbach, Barbara Dätwyler Weber, Hans Feuz, Mathis Müller, Daniel Frischknecht und Robert Meyer vom 2. Dezember 2020 ""Kantonale Handlungsmöglichkeiten bei den Krankenkassenprämien""",20/IN 14/89,nein
6,Baumann,Kurt,,SVP,"Interpellation von Gabriel Macedo, Bruno Lüscher, Kurt Baumann, Elisabeth Rickenbach, Barbara Dätwyler Weber, Hans Feuz, Mathis Müller, Daniel Frischknecht und Robert Meyer vom 2. Dezember 2020 ""Kantonale Handlungsmöglichkeiten bei den Krankenkassenprämien""",20/IN 14/89,nein
251,Feuz,Hans,,Die Mitte,"Interpellation von Gabriel Macedo, Bruno Lüscher, Kurt Baumann, Elisabeth Rickenbach, Barbara Dätwyler Weber, Hans Feuz, Mathis Müller, Daniel Frischknecht und Robert Meyer vom 2. Dezember 2020 ""Kantonale Handlungsmöglichkeiten bei den Krankenkassenprämien""",20/IN 14/89,nein
189,Frischknecht,Daniel,,EDU,"Interpellation von Gabriel Macedo, Bruno Lüscher, Kurt Baumann, Elisabeth Rickenbach, Barbara Dätwyler Weber, Hans Feuz, Mathis Müller, Daniel Frischknecht und Robert Meyer vom 2. Dezember 2020 ""Kantonale Handlungsmöglichkeiten bei den Krankenkassenprämien""",20/IN 14/89,nein
140,Schallenberg,Turi,,SP,"Einfache Anfrage von Turi Schallenberg und Ueli Fisch vom 2. Dezember 2020 ""Abstimmungstool im Grossen Rat""",20/EA 36/90,ja
318,Schenk,Peter,,EDU,"Einfache Anfrage von Peter Schenk vom 2. Dezember 2020 ""KMU-Entlastung""",20/EA 37/91,ja
244,Koch,Paul,,SVP,"Parlamentarische Initiative von Paul Koch, Daniel Vetterli vom 16. Dezember 2020 ""Prämie für die Verwendung von Holz aus dem Kanton Thurgau bei Bauprojekten""",20/PI 2/98,ja
244,Koch,Paul,,SVP,"Motion von Daniel Vetterli und Paul Koch vom 16. Dezember 2020 ""Förderbeitrag an Thurgauer Holz""",20/MO 8/99,nein
207,Vetterli,Daniel,,SVP,"Einfache Anfrage von Daniel Vetterli vom 16. Dezember 2020 ""Gleich lange Spiesse für private und öffentliche Spitex-Organisationen im Thurgau""",20/EA 41/102,ja
335,Pagnoncini,Christina,,GLP,"Einfache Anfrage von Nicole Zeitner, Sabina Peter Köstli, Christina Pagnoncini, Cornelia Hasler, Judith Ricklin, Doris Günter, Gina Rüetschi und Sonja Wiesmann Schätzle vom 16. Dezember 2020 ""50 Jahre Frauenstimmrecht und was macht der Kanton?""",20/EA 42/103,nein
308,Hasler-Roost,Cornelia,,FDP,"Einfache Anfrage von Nicole Zeitner, Sabina Peter Köstli, Christina Pagnoncini, Cornelia Hasler, Judith Ricklin, Doris Günter, Gina Rüetschi und Sonja Wiesmann Schätzle vom 16. Dezember 2020 ""50 Jahre Frauenstimmrecht und was macht der Kanton?""",20/EA 42/103,nein
353,Ricklin,Judith,,SVP,"Einfache Anfrage von Nicole Zeitner, Sabina Peter Köstli, Christina Pagnoncini, Cornelia Hasler, Judith Ricklin, Doris Günter, Gina Rüetschi und Sonja Wiesmann Schätzle vom 16. Dezember 2020 ""50 Jahre Frauenstimmrecht und was macht der Kanton?""",20/EA 42/103,nein
283,Auer,Jacob,,SP,"Einfache Anfrage von Jacob Auer vom 27. Januar 2021 ""Einführung von weiteren Sonntagsverkäufen im Thurgau""",20/EA 43/108,ja
346,Schläpfer,Jörg,,FDP,"Einfache Anfrage von Jörg Schläpfer und Brigitte Kaufmann vom 27. Januar 2021 ""Ertragsausfälle bei Spitälern - ein Kurswechsel der Regierung oder ein Beispiel von Ungleichbehandlung?""",20/EA 45/110,ja
299,Kaufmann,Brigitte,,FDP,"Einfache Anfrage von Jörg Schläpfer und Brigitte Kaufmann vom 27. Januar 2021 ""Ertragsausfälle bei Spitälern - ein Kurswechsel der Regierung oder ein Beispiel von Ungleichbehandlung?""",20/EA 45/110,nein
381,Rüegg,Marco,,GLP,"Einfache Anfrage von Marco Rüegg, Simon Wolfer und Andreas Opprecht vom 27. Januar 2021 ""Förderung von Solarparkplätzen""",20/EA 47/112,ja
341,Wolfer,Simon,,Die Mitte,"Einfache Anfrage von Marco Rüegg, Simon Wolfer und Andreas Opprecht vom 27. Januar 2021 ""Förderung von Solarparkplätzen""",20/EA 47/112,nein
312,Butscher-Indergand,Aline,,SVP,"Einfache Anfrage von Aline Indergand und Pascal Schmid vom 27. Januar 2021 ""Todesursache Covid-19""",20/EA 48/113,ja
216,Kappeler,Toni,,GRÜNE,"Motion von Toni Kappeler, Dominik Diezi, René Walther vom 27. Januar 2021 ""Friedensstiftender bäumiger Klimaschutz in Stadt und Dorf""",20/MO 9/114,ja
322,Schmid,Pascal,,SVP,"Interpellation von Pascal Schmid, Mathias Tschanen, Hermann Lei und Oliver Martin vom 17. Februar 2021 ""Stop Lockdown - für eine verhältnismässige und evidenzbasierte Corona-Politik""",20/IN 15/116,ja
324,Tschanen,Mathias,,SVP,"Interpellation von Pascal Schmid, Mathias Tschanen, Hermann Lei und Oliver Martin vom 17. Februar 2021 ""Stop Lockdown - für eine verhältnismässige und evidenzbasierte Corona-Politik""",20/IN 15/116,nein
335,Pagnoncini,Christina,,GLP,"Einfache Anfrage von Christina Pagnoncini und Reto Ammann vom 17. Februar 2021 ""Kreislauf und Ressourcen - statt Abfallwirtschaft. Depot statt Deponie""",20/EA 50/118,ja
290,Rickenbach,Elisabeth,,EVP,"Motion von Edith Wohlfender, Elisabeth Rickenbach, Bruno Lüscher, Christina Pagnoncini, Karin Bétrisey, Daniel Vetterli, Iwan Wüst vom 17. Februar 2021 ""Pflegeversorgung zu Hause stärken: Änderung des Gesetzes über die Krankenversicherung in § 25 Absatz 1 und § 27a (TG KVG, RB 832.1)""",20/MO 10/120,nein
273,Vietze,Kristiane,,FDP,"Interpellation von Beat Pretali, Brigitte Kaufmann, Kristiane Vietze, Simon Wolfer, Simon Vogel, Sonja Wiesmann Schätze, Kurt Baumann vom 17. Februar 2021 ""Verfügbarkeit von erneuerbarer Energie im Thurgau""",20/IN 16/121,nein
6,Baumann,Kurt,,SVP,"Interpellation von Beat Pretali, Brigitte Kaufmann, Kristiane Vietze, Simon Wolfer, Simon Vogel, Sonja Wiesmann Schätze, Kurt Baumann vom 17. Februar 2021 ""Verfügbarkeit von erneuerbarer Energie im Thurgau""",20/IN 16/121,nein
273,Vietze,Kristiane,,FDP,"Interpellation von Kristiane Vietze, Martina Pfiffner Müller, Peter Bühler, Peter Dransfeld, Ueli Fisch, Hansjörg Haller, Christian Mader, Denise Neuweiler, Anders Stokholm und Sonja Wiesmann Schätzle vom 17. Februar 2021 ""Ermöglichungsstrategie für den Thurgau""",20/IN 18/123,ja
265,Mader,Christian,,EDU,"Interpellation von Kristiane Vietze, Martina Pfiffner Müller, Peter Bühler, Peter Dransfeld, Ueli Fisch, Hansjörg Haller, Christian Mader, Denise Neuweiler, Anders Stokholm und Sonja Wiesmann Schätzle vom 17. Februar 2021 ""Ermöglichungsstrategie für den Thurgau""",20/IN 18/123,nein
102,Stokholm,Anders,,FDP,"Interpellation von Kristiane Vietze, Martina Pfiffner Müller, Peter Bühler, Peter Dransfeld, Ueli Fisch, Hansjörg Haller, Christian Mader, Denise Neuweiler, Anders Stokholm und Sonja Wiesmann Schätzle vom 17. Februar 2021 ""Ermöglichungsstrategie für den Thurgau""",20/IN 18/123,nein
132,Wiesmann Schätzle,Sonja,,SP,"Interpellation von Kristiane Vietze, Martina Pfiffner Müller, Peter Bühler, Peter Dransfeld, Ueli Fisch, Hansjörg Haller, Christian Mader, Denise Neuweiler, Anders Stokholm und Sonja Wiesmann Schätzle vom 17. Februar 2021 ""Ermöglichungsstrategie für den Thurgau""",20/IN 18/123,nein
343,Pasche-Strasser,Corinna,,Die Mitte,"Einfache Anfrage von Corinna Pasche, Heinz Keller, Andreas Opprecht und Jorim Schäfer vom 10. März 2021 ""Notfallpraxis""",20/EA 53/133,ja
315,Opprecht,Andreas,,FDP,"Einfache Anfrage von Corinna Pasche, Heinz Keller, Andreas Opprecht und Jorim Schäfer vom 10. März 2021 ""Notfallpraxis""",20/EA 53/133,nein
249,Dransfeld,Peter,,GRÜNE,"Einfache Anfrage von Peter Dransfeld und Simon Vogel vom 10. März 2021 ""Härtefallprogramm: schnell und unkompliziert?""",20/EA 56/136,ja
105,Stuber,Martin,,SVP,"Einfache Anfrage von Peter Dransfeld und Martin Stuber vom 10. März 2021 ""Kantonale Spassbremse""",20/EA 57/137,nein
140,Schallenberg,Turi,,SP,"Motion von Turi Schallenberg, Ueli Fisch, Hermann Lei, Gina Rüetschi vom 10. März 2021 ""Ratssaal für den Grossen Rat""",20/MO 12/140,ja
252,Fisch,Ueli,,GLP,"Motion von Turi Schallenberg, Ueli Fisch, Hermann Lei, Gina Rüetschi vom 10. März 2021 ""Ratssaal für den Grossen Rat""",20/MO 12/140,nein
322,Schmid,Pascal,,SVP,"Parlamentarische Initiative von Pascal Schmid, Hermann Lei vom 10. März 2021 ""Kantonsreferendum gegen die Änderung des Schweizerischen Zivilgesetzbuches (Änderung des Geschlechts im Personenstandsregister) vom 18. Dezember 2020 (BBI 2020, 9931, 9932)"" (mit Antrag auf Dringlichkeit)",20/PI 3/141,ja
336,Dätwyler Weber,Barbara,,SP,"Einfache Anfrage von Marina Bruggmann und Barbara Dätwyler Weber vom 24. März 2021 ""Im Dienste der Allgemeinheit - und wenn nicht? - werden die Pauschalen für die Corona Impfungen für Hausarztpraxen überprüft und angepasst?""",20/EA 58/144,nein
336,Dätwyler Weber,Barbara,,SP,"Einfache Anfrage von Barbara Dätwyler Weber und Marina Bruggmann vom 24. März 2021 ""Finanzielle Unterstützung der Thurgauer Alters- und Pflegeheimen bezüglich coronabedingten Aufwendungen und Auswirkungen""",20/EA 59/145,ja
55,Knöpfli,Walter,,SVP,"Einfache Anfrage von Andreas Opprecht, Walter Knöpfli und Peter Schenk vom 24. März 2021 ""Werkhofplanung: Braucht es wirklich noch vier Werkhöfe?""",20/EA 60/146,nein
316,Peter Köstli,Sabina,,Die Mitte,"Motion von Kristiane Vietze, Vico Zahnd, Sabina Peter Köstli und Martin Nafzger vom 24. März 2021 ""Wirtschaftsfreundliche, unbürokratische Abwicklung der Quellensteuer im Kanton Thurgau""",20/MO 13/148,nein
252,Fisch,Ueli,,GLP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Stefan Leuthold, Ueli Fisch, Ruth Kern, Simon Weilenmann, Hansjörg Haller, Paul Koch, Martin Nafzger, Lukas Madörin vom 24. März 2021 ""Vorbildliche Thurgauer Landwirtschaft""",20/AN 4/149,nein
382,Keller,Ueli,,GRÜNE,"Einfache Anfrage von Ueli Keller vom 24. März 2021 ""UNO BRK - Stimmrecht für umfassend Verbeiständete""",20/EA 62/150,ja
199,Lei,Hermann,,SVP,"Einfache Anfrage von Oliver Martin, Peter Schenk, Gottfried Möckli und Hermann Lei vom 21. April 2021 ""Entwicklung der Suizidrate, häuslicher Gewalt, Übersterblichkeit und psychische Krankheiten vor und während der Corona-Pandemie""",20/EA 66/171,nein
377,Zeitner,Nicole,,GLP,"Einfache Anfrage von Nicole Zeitner und Urs Schrepfer vom 21. April 2021 ""Rascher Impfschutz für Lehrerinnen und Lehrer""",20/EA 68/173,ja
271,Schrepfer,Urs,,SVP,"Einfache Anfrage von Nicole Zeitner und Urs Schrepfer vom 21. April 2021 ""Rascher Impfschutz für Lehrerinnen und Lehrer""",20/EA 68/173,nein
381,Rüegg,Marco,,GLP,"Motion von Marco Rüegg, Bernhard Braun, Nicole Zeitner, Josef Gemperle, Elina Müller vom 21. April 2021 ""Zubau von Elektroladestationen im Kanton Thurgau""",20/MO 14/174,ja
354,Braun,Bernhard,,GRÜNE,"Motion von Marco Rüegg, Bernhard Braun, Nicole Zeitner, Josef Gemperle, Elina Müller vom 21. April 2021 ""Zubau von Elektroladestationen im Kanton Thurgau""",20/MO 14/174,nein
352,Müller,Elina,,SP,"Motion von Marco Rüegg, Bernhard Braun, Nicole Zeitner, Josef Gemperle, Elina Müller vom 21. April 2021 ""Zubau von Elektroladestationen im Kanton Thurgau""",20/MO 14/174,nein
216,Kappeler,Toni,,GRÜNE,"Motion von Toni Kappeler, Dominik Diezi, Anders Stokholm vom 5. Mai 2021 ""Bäume verbessern das Siedlungsklima""",20/MO 15/177,ja
322,Schmid,Pascal,,SVP,"Motion von Pascal Schmid, Mathias Tschanen, Kristiane Vietze und Simon Wolfer vom 5. Mai 2021 ""Doppelbesteuerung von Liegenschaften abschaffen""",20/MO 16/178,ja
273,Vietze,Kristiane,,FDP,"Motion von Pascal Schmid, Mathias Tschanen, Kristiane Vietze und Simon Wolfer vom 5. Mai 2021 ""Doppelbesteuerung von Liegenschaften abschaffen""",20/MO 16/178,nein
207,Vetterli,Daniel,,SVP,"Leistungsmotion von Stefan Leuthold, Toni Kappeler, Daniel Vetterli vom 5. Mai 2021 ""Innovation mit Satelliten- und Drohnentechnik in der Landwirtschaft""",20/LM 1/179,nein
361,Macedo,Gabriel,,FDP,"Einfache Anfrage von Gabriel Macedo vom 26. Mai 2021 ""Zeitgemässe digitale Instrumente für unsere demokratischen Rechte""",20/EA 69/182,ja
336,Dätwyler Weber,Barbara,,SP,"Einfache Anfrage von Barbara Dätwyler Weber und Turi Schallenberg vom 9. Juni 2021 ""Beratungsangebot für Stellensuche und Studienplätze für Jugendliche und junge Erwachsene""",20/EA 70/189,ja
365,Mühlemann,Stefan,,SVP,"Motion von Martina Pfiffner Müller, Reto Ammann, Daniel Frischknecht, Barbara Dätwyler Weber, Bernhard Braun, Kathrin Bünter, Stefan Mühlemann vom 23. Juni 2021 ""Einrichtung eines kantonalen Fonds für Innovation und Fortschritt""",20/MO 17/194,nein
6,Baumann,Kurt,,SVP,"Motion von Stephan Tobler, Max Vögeli, Bernhard Braun, Christina Pagnoncini, Kurt Baumann vom 23. Juni 2021 ""Finanzierung Entsorgung tierischer Nebenprodukte""",20/MO 18/195,nein
264,Leuthold,Stefan,,GLP,"Motion von Stefan Leuthold, Nicole Zeitner und Ueli Fisch vom 7. Juli 2021 ""Abschaffung der Handänderungssteuer""",20/MO 19/202,ja
252,Fisch,Ueli,,GLP,"Motion von Stefan Leuthold, Nicole Zeitner und Ueli Fisch vom 7. Juli 2021 ""Abschaffung der Handänderungssteuer""",20/MO 19/202,nein
305,Bühler,Peter,,Die Mitte,"Einfache Anfrage von Peter Bühler vom 7. Juli 2021 ""Thurgauer Strassenverkehrsamt - sind genügend Dienstleister & Dienstleistungen verfügbar?""",20/EA 73/204,ja
244,Koch,Paul,,SVP,"Einfache Anfrage von Paul Koch und David Zimmermann vom 7. Juli 2021 ""Es ist Zeit - Archäologie und Denkmalpflege werden ein Amt""",20/EA 75/206,ja
339,Kern,Ruth,,FDP,"Einfache Anfrage von Bruno Lüscher, Ruth Kern, Martina Pfiffner Müller, Andreas Opprecht und Michèle Strähl vom 18. August 2021 ""Demenz- und Geriatriekonzept, Massnahmenplan zweite Etappe 2022 - 2025""",20/EA 82/214,nein
381,Rüegg,Marco,,GLP,"Motion von Marco Rüegg, Simon Vogel, Elina Müller vom 18. August 2021 ""Flächendeckende Produktion von erneuerbaren Energien für die Versorgungssicherheit und den Klimaschutz""",20/MO 20/216,ja
352,Müller,Elina,,SP,"Motion von Marco Rüegg, Simon Vogel, Elina Müller vom 18. August 2021 ""Flächendeckende Produktion von erneuerbaren Energien für die Versorgungssicherheit und den Klimaschutz""",20/MO 20/216,nein
327,Sax,Marianne,,SP,"Leistungsmotion von Marianne Sax, Dominik Diezi, Jörg Schläpfer, Christine Steiger Eggli vom 18. August 2021 ""Frische Luft gegen Viren""",20/LM 2/217,ja
306,Diezi,Dominik,,Die Mitte,"Leistungsmotion von Marianne Sax, Dominik Diezi, Jörg Schläpfer, Christine Steiger Eggli vom 18. August 2021 ""Frische Luft gegen Viren""",20/LM 2/217,nein
346,Schläpfer,Jörg,,FDP,"Leistungsmotion von Marianne Sax, Dominik Diezi, Jörg Schläpfer, Christine Steiger Eggli vom 18. August 2021 ""Frische Luft gegen Viren""",20/LM 2/217,nein
309,Heeb,Hanspeter,,GLP,"Einfache Anfrage von Hanspeter Heeb vom 1. September 2021 ""Covid-Schutz von Personen in Heimen""",20/EA 84/218,ja
244,Koch,Paul,,SVP,"Interpellation von Toni Kappeler, Paul Koch, Franz Eugster vom 1. September 2021 ""Auch im TBA: Thurgauer Holz statt Beton""",20/IN 22/220,nein
337,Eugster,Franz,,Die Mitte,"Interpellation von Toni Kappeler, Paul Koch, Franz Eugster vom 1. September 2021 ""Auch im TBA: Thurgauer Holz statt Beton""",20/IN 22/220,nein
210,Zimmermann,David,,SVP,"Motion von Katharina Bünter, Kristiane Vietze, Denise Neuweiler, Christine Steiger Eggli, David Zimmermann, Dominik Diezi, Cornelia Hasler, Barbara Dätwyler Weber vom 4. Oktober 2021 ""Finanzierung der familien- und schulergänzenden Kinderbetreuung""",20/MO 22/230,nein
306,Diezi,Dominik,,Die Mitte,"Motion von Katharina Bünter, Kristiane Vietze, Denise Neuweiler, Christine Steiger Eggli, David Zimmermann, Dominik Diezi, Cornelia Hasler, Barbara Dätwyler Weber vom 4. Oktober 2021 ""Finanzierung der familien- und schulergänzenden Kinderbetreuung""",20/MO 22/230,nein
308,Hasler-Roost,Cornelia,,FDP,"Motion von Katharina Bünter, Kristiane Vietze, Denise Neuweiler, Christine Steiger Eggli, David Zimmermann, Dominik Diezi, Cornelia Hasler, Barbara Dätwyler Weber vom 4. Oktober 2021 ""Finanzierung der familien- und schulergänzenden Kinderbetreuung""",20/MO 22/230,nein
359,Hauser,Cornelia,,GRÜNE,"Motion von Ueli Keller, Marina Bruggmann, Cornelia Hauser, Turi Schallenberg, Sabina Peter Köstli, Jorim Schäfer, Cornelia Zecchinel, Nicole Zeitner vom 4. Oktober 2021 ""Politische Rechte für Menschen mit Behinderung""",20/MO 23/231,nein
322,Schmid,Pascal,,SVP,"Einfache Anfrage von Aline Indergand, Pascal Schmid vom 27. Oktober 2021 ""Auslastung der Intensivstationen""",20/EA 90/232,nein
384,Strähl-Obrist,Michèle,,FDP,"Einfache Anfrage von Michèle Strähl, Gabriel Macedo vom 27. Oktober 2021 ""§ 44 KV: Worin besteht die grosse Not oder die schwere Störung der öffentlichen Ordnung und Sicherheit?""",20/EA 94/236,ja
361,Macedo,Gabriel,,FDP,"Einfache Anfrage von Michèle Strähl, Gabriel Macedo vom 27. Oktober 2021 ""§ 44 KV: Worin besteht die grosse Not oder die schwere Störung der öffentlichen Ordnung und Sicherheit?""",20/EA 94/236,nein
276,Wüst-Singer,Iwan,,EDU,"Leistungsmotion von Peter Bühler, Hans Feuz, Viktor Gschwend, Stefan Mühlemann, Iwan Wüst, Ueli Fisch vom 27. Oktober 2021 ""Strassenverkehrsabgaben - Weniger Gebühren wären mehr!""",20/LM 3/238,nein
252,Fisch,Ueli,,GLP,"Leistungsmotion von Peter Bühler, Hans Feuz, Viktor Gschwend, Stefan Mühlemann, Iwan Wüst, Ueli Fisch vom 27. Oktober 2021 ""Strassenverkehrsabgaben - Weniger Gebühren wären mehr!""",20/LM 3/238,nein
252,Fisch,Ueli,,GLP,"Einfache Anfrage von Ueli Fisch vom 10. November 2021 ""Wahrung der Interessen des Kantons Thurgau bei den Verhandlungen der Schweiz mit der EU""",20/EA 95/241,ja
216,Kappeler,Toni,,GRÜNE,"Einfache Anfrage von Toni Kappeler vom 10. November 2021 ""Strassenbau ohne Baubewilligungsverfahren""",20/EA 97/243,ja
322,Schmid,Pascal,,SVP,"Einfache Anfrage von Pascal Schmid, Stefan Mühlemann vom 10. November 2021 ""Online-Bauauflagen im rechtsfreien Raum?""",20/EA 100/246,ja
354,Braun,Bernhard,,GRÜNE,"Motion von Kurt Baumann, Andreas Opprecht, Hans Feuz, Mathias Tschanen, Bernhard Braun, Sonja Wiesmann Schätzle, Christina Pagnoncini vom 24. November 2021 ""Einheitliche Steuersoftware für Kanton und Gemeinden""",20/MO 24/247,nein
114,Tobler,Stephan,,SVP,"Einfache Anfrage von Stephan Tobler vom 8. Dezember 2021 ""Nur wenige Energiestädte aus dem Thurgau""",20/EA 102/251,ja
290,Rickenbach,Elisabeth,,EVP,"Interpellation von Barbara Dätwyler, Edith Wohlfender, Marina Bruggmann, Elisabeth Rickenbach vom 8. Dezember 2021 ""Verbesserungen für die Pflege sind dringend""",20/IN 24/254,nein
249,Dransfeld,Peter,,GRÜNE,"Einfache Anfrage von Peter Dransfeld vom 12. Januar 2022 ""Beizensterben im Thurgau""",20/EA 103/258,ja
215,Gubler,René,,SVP,"Einfache Anfrage von René Gubler vom 12. Januar 2022 ""Ufersicherung Biberäuli, neuster Stand der Technik oder Versuchsfeld für die Wasserbauingenieure""",20/EA 104/259,ja
114,Tobler,Stephan,,SVP,"Einfache Anfrage von Egon Scherrer, Stephan Tobler vom 26. Januar 2022 ""Willkürliche Unterschutzstellung Luxburger Bucht?""",20/EA 107/268,nein
305,Bühler,Peter,,Die Mitte,"Einfache Anfrage von Jürg Wiesli, Peter Bühler, Reto Ammann, Oliver Martin, Daniel Eugster, Lukas Madörin vom 26. Januar 2022 ""Thurgauer Ideenmanagement im Rückblick - ein Erfolg?""",20/EA 108/269,nein
347,Madörin,Lukas,,EDU,"Einfache Anfrage von Jürg Wiesli, Peter Bühler, Reto Ammann, Oliver Martin, Daniel Eugster, Lukas Madörin vom 26. Januar 2022 ""Thurgauer Ideenmanagement im Rückblick - ein Erfolg?""",20/EA 108/269,nein
237,Rüetschi,Gina,,GRÜNE,"Motion von Bruno Lüscher, Vico Zahnd, Gina Rüetschi, Ueli Fisch vom 26. Januar 2022 ""Abschaffung des Obligatoriums der Kirchensteuerpflicht für juristische Personen""",20/MO 26/271,nein
252,Fisch,Ueli,,GLP,"Motion von Bruno Lüscher, Vico Zahnd, Gina Rüetschi, Ueli Fisch vom 26. Januar 2022 ""Abschaffung des Obligatoriums der Kirchensteuerpflicht für juristische Personen""",20/MO 26/271,nein
132,Wiesmann Schätzle,Sonja,,SP,"Einfache Anfrage von Ueli Fisch, Toni Kappeler, Sonja Wiesmann Schätzle vom 16. Februar 2022 ""BTS - Runder Tisch zum Plan B?""",20/EA 110/275,nein
324,Tschanen,Mathias,,SVP,"Motion von Pascal Schmid, Josef Arnold, Ruedi Zbinden, Stephan Tobler, Mathias Tschanen, Martina Pfiffner, Anders Stokholm, Gallus Müller, Beda Stähelin, Daniel Frischknecht vom 16. Februar 2022 ""Standesinitiative: N23 als Teil des Bundesbeschlusses über den Ausbauschritt 2023 für die Nationalstrasse - die BTS gehört in den nächsten STEP!""",20/MO 28/278,nein
383,Stähelin,Beda,,Die Mitte,"Motion von Pascal Schmid, Josef Arnold, Ruedi Zbinden, Stephan Tobler, Mathias Tschanen, Martina Pfiffner, Anders Stokholm, Gallus Müller, Beda Stähelin, Daniel Frischknecht vom 16. Februar 2022 ""Standesinitiative: N23 als Teil des Bundesbeschlusses über den Ausbauschritt 2023 für die Nationalstrasse - die BTS gehört in den nächsten STEP!""",20/MO 28/278,nein
102,Stokholm,Anders,,FDP,"Motion von Anders Stokholm, Daniel Vetterli, Barbara Dätwyler Weber, Josef Gemperle, Christian Mader, Roland Wyss vom 16. Februar 2022 ""Standesinitiative: Den Selbstversorgungsgrad der Schweiz mit Schweizer-Zucker erhalten""",20/MO 29/279,ja
207,Vetterli,Daniel,,SVP,"Motion von Anders Stokholm, Daniel Vetterli, Barbara Dätwyler Weber, Josef Gemperle, Christian Mader, Roland Wyss vom 16. Februar 2022 ""Standesinitiative: Den Selbstversorgungsgrad der Schweiz mit Schweizer-Zucker erhalten""",20/MO 29/279,nein
336,Dätwyler Weber,Barbara,,SP,"Motion von Anders Stokholm, Daniel Vetterli, Barbara Dätwyler Weber, Josef Gemperle, Christian Mader, Roland Wyss vom 16. Februar 2022 ""Standesinitiative: Den Selbstversorgungsgrad der Schweiz mit Schweizer-Zucker erhalten""",20/MO 29/279,nein
348,Wyss,Roland,,EVP,"Motion von Anders Stokholm, Daniel Vetterli, Barbara Dätwyler Weber, Josef Gemperle, Christian Mader, Roland Wyss vom 16. Februar 2022 ""Standesinitiative: Den Selbstversorgungsgrad der Schweiz mit Schweizer-Zucker erhalten""",20/MO 29/279,nein
316,Peter Köstli,Sabina,,Die Mitte,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Nicole Zeitner, René Walther, Anders Stokholm, Kurt Baumann, David Zimmermann, Cornelia Hauser, Roland Wyss, Sabina Peter Köstli, Katharina Bünter, Christine Steiger Eggli, Daniel Frischknecht vom 16. Februar 2022 ""Erstellung eines Rahmenkonzeptes zur Behindertenpolitik in den Bereichen Wohnen und Arbeiten""",20/AN 5/280,nein
295,Steiger Eggli,Christine,,SP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Nicole Zeitner, René Walther, Anders Stokholm, Kurt Baumann, David Zimmermann, Cornelia Hauser, Roland Wyss, Sabina Peter Köstli, Katharina Bünter, Christine Steiger Eggli, Daniel Frischknecht vom 16. Februar 2022 ""Erstellung eines Rahmenkonzeptes zur Behindertenpolitik in den Bereichen Wohnen und Arbeiten""",20/AN 5/280,nein
140,Schallenberg,Turi,,SP,"Interpellation von Turi Schallenberg, Marina Bruggmann vom 16. März 2022 ""Verhältnisse von CareleaverInnen""",20/IN 27/287,ja
216,Kappeler,Toni,,GRÜNE,"Parlamentarische Initiative von Toni Kappeler, Stefan Leuthold, Josef Gemperle vom 30. März 2022 ""Flexibler Energiefonds"": Änderung des Gesetzes über die Energienutzung (ENG)",20/PI 4/296,ja
322,Schmid,Pascal,,SVP,"Motion von Peter Dransfeld, Pascal Schmid, Daniel Eugster, Ueli Fisch, Peter Bühler, Christian Mader, Elina Müller, Mathias Tschanen, Roland Wyss vom 30. März 2022 ""Keine steuerliche Bestrafung von Sanierung und Renovation!""",20/MO 30/297,nein
291,Eugster,Daniel,,FDP,"Motion von Peter Dransfeld, Pascal Schmid, Daniel Eugster, Ueli Fisch, Peter Bühler, Christian Mader, Elina Müller, Mathias Tschanen, Roland Wyss vom 30. März 2022 ""Keine steuerliche Bestrafung von Sanierung und Renovation!""",20/MO 30/297,nein
322,Schmid,Pascal,,SVP,"Einfache Anfrage von Pascal Schmid vom 20. April 2022 ""Unterhalt Fliessgewässer""",20/EA 120/305,ja
132,Wiesmann Schätzle,Sonja,,SP,"Einfache Anfrage von Sonja Wiesmann Schätzle vom 20. April 2022 ""Axpo, bezieht Uran aus Russland - Was unternimmt die Axpo um aus den Lieferverträgen auszuscheiden?""",20/EA 121/306,ja
381,Rüegg,Marco,,GLP,"Einfache Anfrage von Marco Rüegg, Oliver Martin vom 20. April 2022 ""Potenzial Wasserstoff aus Haushaltsabfällen?""",20/EA 123/308,ja
372,Schäfer,Jorim,,GLP,"Einfache Anfrage von Jorim Schäfer, Reto Ammann vom 20. April 2022 ""eSport""",20/EA 124/309,ja
