nr,nachname,vorname,ort,partei,titel,geschaeftsnummer,erstunterzeichner
367,Peter,Priska,,SVP,"Motion von Christoph Regli, Beda Stähelin, Andreas Opprecht, Felix Meier, Roland Wyss, Christian Koch, Maja Brühlmann Zwahlen, Priska Peter, Mathis Müller, Thomas Niederberger vom 3. Dezember 2025 ""Eigentum oder Miete - finanzpolitisch sinnvolle Regelungen für Kanton und Gemeinden""",24/MO 31/239,nein
425,Niederberger,Thomas,,FDP,"Motion von Christoph Regli, Beda Stähelin, Andreas Opprecht, Felix Meier, Roland Wyss, Christian Koch, Maja Brühlmann Zwahlen, Priska Peter, Mathis Müller, Thomas Niederberger vom 3. Dezember 2025 ""Eigentum oder Miete - finanzpolitisch sinnvolle Regelungen für Kanton und Gemeinden""",24/MO 31/239,nein
307,Eschenmoser,Hans,,SVP,"Motion von Hans Eschenmoser, Simon Wolfer, Martin Brenner vom 17. Dezember 2025 ""Kündigung der interkantonalen Kulturvereinigung vom 24.11.2009""",24/MO 34/246,ja
341,Wolfer,Simon,,Die Mitte,"Motion von Hans Eschenmoser, Simon Wolfer, Martin Brenner vom 17. Dezember 2025 ""Kündigung der interkantonalen Kulturvereinigung vom 24.11.2009""",24/MO 34/246,nein
392,Siegenthaler,Patrick,,Die Mitte,"Einfache Anfrage von Kenny Greber, Linda Hess, Patrick Siegenthaler vom 17. Dezember 2025 ""Einführung M365 und Datenschutz sowie digitale Souveränität""",24/EA 95/243,nein
212,Wirth,Andreas,,SVP,"Motion von Aline Butscher-Indergand, Daniel Vetterli, Stephanie Eberle, Andreas Wirth vom 17. Dezember 2025 ""Handyverbot an Thurgauer Volksschulen""",24/MO 33/245,nein
114,Tobler,Stephan,,SVP,"Einfache Anfrage von Stephan Tobler vom 17. Dezember 2025 ""Thurgau auf Rang 20 im Freiheitsindex""",24/EA 98/248,ja
422,Leu,Thomas,,FDP,"Einfache Anfrage von Thomas Leu vom 14. Januar 2026 ""Befristeter Verzicht auf Teuerungsausgleich, Lohnerhöhungen und Stufenanstieg in der kantonalen Verwaltung""",24/EA 99/250,ja
363,Martin,Oliver,,SVP,"Einfache Anfrage von Oliver Martin, Beat Stump vom 14. Januar 2026 ""Stipendienberechtigung für Personen mit Status F und S sowie Vergabe von Ausbildungsbeiträgen für Auslandstudien""",24/EA 100/251,ja
407,Stump,Beat,,SVP,"Einfache Anfrage von Oliver Martin, Beat Stump vom 14. Januar 2026 ""Stipendienberechtigung für Personen mit Status F und S sowie Vergabe von Ausbildungsbeiträgen für Auslandstudien""",24/EA 100/251,nein
350,Häberli,Jürgen,,SVP,"Einfache Anfrage von Oliver Martin, Jürgen Häberli vom 14. Januar 2026 ""Kostenlose Gesundheitsversorgung für Sans Papiers auch im Thurgau?""",24/EA 101/252,nein
199,Lei,Hermann,,SVP,"Interpellation von Hermann Lei, Aline Butscher-Indergand vom 14. Januar 2026 ""Ausschaffung krimineller Ausländer im Kanton Thurgau""",24/IN 29/255,ja
417,Graf,Ulrich,,SVP,"Einfache Anfrage von Ulrich Graf, Gottfried Möckli, Paul Koch, Eveline Bachmann vom 14. Januar 2026 ""Was macht der Kanton Thurgau/Tiefbauamt gegen die Fehlplanungen baulicher Massnahmen im Strassenverkehr und deren Mehrkosten?""",24/EA 103/254,ja
244,Koch,Paul,,SVP,"Einfache Anfrage von Ulrich Graf, Gottfried Möckli, Paul Koch, Eveline Bachmann vom 14. Januar 2026 ""Was macht der Kanton Thurgau/Tiefbauamt gegen die Fehlplanungen baulicher Massnahmen im Strassenverkehr und deren Mehrkosten?""",24/EA 103/254,nein
359,Hauser,Cornelia,,GRÜNE,"Einfache Anfrage von Andreas Sigrist, Cornelia Hauser, Edith Wohlfender-Oertig, Oliver Martin, Peter Schenk, Christian Caviezel, Marcel Wittwer, Christian Mader vom 4. Februar 2026 ""Verhältnismässigkeit und Freiwilligkeit im kantonalen Gesundheitswesen""",24/EA 107/260,nein
152,Wohlfender-Oertig,Edith,,SP,"Einfache Anfrage von Andreas Sigrist, Cornelia Hauser, Edith Wohlfender-Oertig, Oliver Martin, Peter Schenk, Christian Caviezel, Marcel Wittwer, Christian Mader vom 4. Februar 2026 ""Verhältnismässigkeit und Freiwilligkeit im kantonalen Gesundheitswesen""",24/EA 107/260,nein
413,Caviezel,Christian,,EDU,"Einfache Anfrage von Andreas Sigrist, Cornelia Hauser, Edith Wohlfender-Oertig, Oliver Martin, Peter Schenk, Christian Caviezel, Marcel Wittwer, Christian Mader vom 4. Februar 2026 ""Verhältnismässigkeit und Freiwilligkeit im kantonalen Gesundheitswesen""",24/EA 107/260,nein
244,Koch,Paul,,SVP,"Einfache Anfrage von Paul Koch vom 18. Februar 2026 ""Auswirkungen des Abkommenspakets Schweiz-EU auf das Baurecht und die Vergabepraxis des Kantons Thurgau und die Thurgauer Gemeinden""",24/EA 110/267,ja
283,Auer,Jacob,,SP,"Interpellation von Hermann Lei und Jacob Auer vom 16. August 2017 ""Alles, ausser Kontrolle""",16/IN 18/133,nein
284,Rüegg,Jost,,GRÜNE,"Einfache Anfrage von Jost Rüegg vom 30. August 2017 ""Ungereimtes und Widersprüchliches zur Evakuation der Tiere vom Hof von Ulrich K.""",16/EA 42/143,ja
,Brägger,Joe,,GRÜNE,"Einfache Anfrage von Toni Kappeler und Joe Brägger vom 2. Oktober 2017 ""Recyclingbeton - im Einsatz beim PH-Erweiterungsbau 2?""",16/EA 43/150,nein
318,Schenk,Peter,,EDU,"Motion von Hanspeter Gantenbein und Peter Schenk vom 25. Oktober 2017 ""Standesinitiative Gleiche Rechte und Pflichten für alle - keine Doppelbürgerschaften für Eingebürgerte""",16/MO 9/154,nein
,Thorner-Dreher,Christa,,SP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Kathrin Bünter, Dominik Diezi, Sabina Peter Köstli, Christa Thorner, Alban Imeri Christian Mader, Kurt Egger, Viktor Gschwend und Elisabeth Rickenbach vom 8. November 2017 ""Bericht familien- und schulergänzende Betreuung im Kanton Thurgau""",16/AN 4/159,nein
310,Imeri,Alban,,SP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Kathrin Bünter, Dominik Diezi, Sabina Peter Köstli, Christa Thorner, Alban Imeri Christian Mader, Kurt Egger, Viktor Gschwend und Elisabeth Rickenbach vom 8. November 2017 ""Bericht familien- und schulergänzende Betreuung im Kanton Thurgau""",16/AN 4/159,nein
265,Mader,Christian,,EDU,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Kathrin Bünter, Dominik Diezi, Sabina Peter Köstli, Christa Thorner, Alban Imeri Christian Mader, Kurt Egger, Viktor Gschwend und Elisabeth Rickenbach vom 8. November 2017 ""Bericht familien- und schulergänzende Betreuung im Kanton Thurgau""",16/AN 4/159,nein
,Egger,Kurt,,GRÜNE,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Kathrin Bünter, Dominik Diezi, Sabina Peter Köstli, Christa Thorner, Alban Imeri Christian Mader, Kurt Egger, Viktor Gschwend und Elisabeth Rickenbach vom 8. November 2017 ""Bericht familien- und schulergänzende Betreuung im Kanton Thurgau""",16/AN 4/159,nein
281,Gschwend,Viktor,,FDP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Kathrin Bünter, Dominik Diezi, Sabina Peter Köstli, Christa Thorner, Alban Imeri Christian Mader, Kurt Egger, Viktor Gschwend und Elisabeth Rickenbach vom 8. November 2017 ""Bericht familien- und schulergänzende Betreuung im Kanton Thurgau""",16/AN 4/159,nein
330,Grütter,Guido,,FDP,"Einfache Anfrage von Toni Kappeler und Guido Grütter vom 22. November 2017 ""Vergabepraxis gemäss Branchenstruktur der Bezirke?""",16/EA 45/163,nein
216,Kappeler,Toni,,GRÜNE,"Einfache Anfrage von Toni Kappeler vom 22. November 2017 ""Motocross staatlich gefördert!""",16/EA 46/164,ja
,Brägger,Joe,,GRÜNE,"Motion von Kurt Egger, Nina Schläfli, Sonja Wiesmann und Joe Brägger vom 6. Dezember 2017 ""Stabilisierung Finanzhaushalt""",16/MO 10/170,nein
208,Zahnd,Vico,,SVP,"Motion von Vico Zahnd vom 6. Dezember 2017 ""Abschaffung Haltezeitrabatt bei der Grundstückgewinnsteuer""",16/MO 11/171,ja
271,Schrepfer,Urs,,SVP,"Interpellation von Urs Schrepfer, Andreas Wirth, Joe Brägger, Viktor Gschwend, Hans Feuz und Walter Hugentobler vom 6. Dezember 2017 ""Thurgauer Schulzeugnisse 2017/2018 - aussagekräftig und vergleichbar?""",16/IN 26/172,ja
,Brägger,Joe,,GRÜNE,"Interpellation von Urs Schrepfer, Andreas Wirth, Joe Brägger, Viktor Gschwend, Hans Feuz und Walter Hugentobler vom 6. Dezember 2017 ""Thurgauer Schulzeugnisse 2017/2018 - aussagekräftig und vergleichbar?""",16/IN 26/172,nein
251,Feuz,Hans,,Die Mitte,"Interpellation von Urs Schrepfer, Andreas Wirth, Joe Brägger, Viktor Gschwend, Hans Feuz und Walter Hugentobler vom 6. Dezember 2017 ""Thurgauer Schulzeugnisse 2017/2018 - aussagekräftig und vergleichbar?""",16/IN 26/172,nein
249,Dransfeld,Peter,,GRÜNE,"Einfache Anfrage von Peter Dransfeld vom 10. Januar 2018 ""Unnötig verteufeltes Kite-Surfing?""",16/EA 51/181,ja
299,Kaufmann,Brigitte,,FDP,"Einfache Anfrage von Brigitte Kaufmann vom 10. Januar 2018 ""Planungsstand Umbau und Sanierung Gebäude C BBZ Weinfelden""",16/EA 52/182,ja
328,Bruggmann,Marina,,SP,"Einfache Anfrage von Marina Bruggmann vom 24. Januar 2018 ""Schliessung des IBZ Landschlacht - Wichtiges Entlastungsangebot geht verloren""",16/EA 53/185,ja
284,Rüegg,Jost,,GRÜNE,"Einfache Anfrage von Peter Dransfeld, Josef Gemperle, Andreas Guhl, Barbara Kern und Jost Rüegg vom 24. Januar 2018 ""Herzklinik: Staatlich geduldete Millionen-Bereicherung?""",16/EA 57/189,nein
209,Zbinden,Ruedi,,SVP,"Motion von Ruedi Zbinden vom 14. Februar 2018 ""Überwachung bei missbräuchlichem Sozialhilfebezug""",16/MO 15/190,ja
132,Wiesmann Schätzle,Sonja,,SP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Urs Martin, Kurt Egger und Sonja Wiesmann vom 14. Februar 2018 ""Strategiebericht Herausforderungen EKT""",16/AN 6/191,nein
303,Ammann,Reto,,GLP,"Einfache Anfrage von Reto Ammann vom 28. Februar 2018 ""Halbzeitbilanz - Wie beurteilt die Regierung die bereits zurückgelegte Wegstrecke seiner Schwerpunktziele""",16/EA 60/196,ja
286,Günter,Doris,,EVP,"Motion von Hanspeter Heeb, Kilian Imhof, Andreas Wirth, Marlise Bornhauser und Doris Günter vom 28. März 2018 ""Standesinitiative Integrationskosten""",16/MO 16/212,nein
,Gantenbein,Hanspeter,,SVP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Hanspeter Gantenbein und David Zimmermann vom 28. März 2018 ""Energiegewinnung aus dem Bodensee""",16/AN 7/213,ja
210,Zimmermann,David,,SVP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Hanspeter Gantenbein und David Zimmermann vom 28. März 2018 ""Energiegewinnung aus dem Bodensee""",16/AN 7/213,nein
320,Schläfli,Nina,,SP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Nina Schläfli und Sonja Wiesmann vom 28. März 2018 ""Gleicher Lohn für gleichwertige Arbeit""",16/AN 8/214,ja
132,Wiesmann Schätzle,Sonja,,SP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Nina Schläfli und Sonja Wiesmann vom 28. März 2018 ""Gleicher Lohn für gleichwertige Arbeit""",16/AN 8/214,nein
322,Schmid,Pascal,,SVP,"Interpellation von Pascal Schmid und Urs Martin vom 28. März 2018 ""Transparenz über Langzeit-Sozialhilfebezüger""",16/IN 31/216,ja
,Egger,Kurt,,GRÜNE,"Einfache Anfrage von Kurt Egger vom 28. März 2018 ""Energievernichtung im EKT-Datacenter?""",16/EA 62/217,ja
237,Rüetschi,Gina,,GRÜNE,"Einfache Anfrage von Gina Rüetschi vom 18. April 2018 ""Gebäudeschadstoffe in Liegenschaften""",16/EA 65/225,ja
209,Zbinden,Ruedi,,SVP,"Einfache Anfrage von Ruedi Zbinden vom 2. Mai 2018 ""Wahlen des Grossen Rates und des Regierungsrates zusammenlegen""",16/EA 69/232,ja
328,Bruggmann,Marina,,SP,"Einfache Anfrage von Marina Bruggmann und Nina Schläfli vom 13. Juni 2018 ""Rassismus - ein Offizialdelikt und dennoch ohne Folgen?""",16/EA 70/241,ja
320,Schläfli,Nina,,SP,"Einfache Anfrage von Marina Bruggmann und Nina Schläfli vom 13. Juni 2018 ""Rassismus - ein Offizialdelikt und dennoch ohne Folgen?""",16/EA 70/241,nein
318,Schenk,Peter,,EDU,"Einfache Anfrage von Peter Schenk vom 13. Juni 2018 ""Privatrechtliche Anstellung versus öffentlich-rechtliche Anstellung""",16/EA 73/244,ja
322,Schmid,Pascal,,SVP,"Einfache Anfrage von Pascal Schmid vom 13. Juni 2018 ""Schwindelgründungen und Raubritter-Konkurse im Thurgau""",16/EA 74/245,ja
312,Butscher-Indergand,Aline,,SVP,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Petra Kuhn, Aline Indergand und Hermann Lei vom 13. Juni 2018 ""In der Kürze liegt die Würze - Qualitäts- und Effizienzsteigerung dank Regelung der Redezeiten""",16/MO 21/247,nein
276,Wüst-Singer,Iwan,,EDU,"Einfache Anfrage von Hanspeter Gantenbein und Iwan Wüst vom 27. Juni 2018 ""Die Genitalverstümmelung von Mädchen im Namen der Religion oder Tradition ist ein Verbrechen und muss mit allen Mitteln verfolgt werden""",16/EA 76/251,nein
299,Kaufmann,Brigitte,,FDP,"Einfache Anfrage von Brigitte Kaufmann vom 27. Juni 2018 ""Noch mehr Kontrollen für Landwirtschaft und Industrie?""",16/EA 78/253,ja
319,Scherrer,Egon,,SVP,"Einfache Anfrage von Egon Scherrer vom 27. Juni 2018 ""Stellenmeldepflicht, 19 Berufsgruppen betroffen trotz rekordtiefer Arbeitslosenquote. Warum?""",16/EA 79/254,ja
320,Schläfli,Nina,,SP,"Einfache Anfrage von Nina Schläfli und Marina Bruggmann vom 27. Juni 2018 ""Zu Vernehmlassungsverfahren eingeladene Organisationen""",16/EA 80/255,ja
313,Kuhn,Petra,,SVP,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Hermann Lei, Petra Kuhn und Aline Indergand vom 15. August 2018 ""Fragestunde im Grossen Rat des Kantons Thurgau""",16/MO 22/257,nein
200,Martin,Urs,,SVP,"Motion von Urs Martin und Hermann Lei vom 15. August 2018 ""Keine Änderung des Zahlungsregimes bei der Arbeitslosenversicherung für Grenzgänger""",16/MO 23/258,ja
265,Mader,Christian,,EDU,"Interpellation von Stefan Leuthold, Elisabeth Rickenbach, Christian Mader, Didi Feuerle und Alban Imeri vom 15. August 2018 ""Muss Politik aus dem öffentlichen Raum verschwinden?""",16/IN 35/261,nein
264,Leuthold,Stefan,,GLP,"Einfache Anfrage von Stefan Leuthold vom 15. August 2018 ""Nutzung von Regenwasser: Ein Beitrag zur Problemlösung?""",16/EA 82/263,ja
28,Gemperle,Josef,,Die Mitte,"Parlamentarische Initiative von Urs Martin und Josef Gemperle vom 29. August 2018 ""Gesetzliche Verankerung der bedingten Einzonung""",16/PI 3/266,nein
328,Bruggmann,Marina,,SP,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Marina Bruggmann, Gina Rüetschi, René Walther, Marlise Bornhauser, Pascal Schmid, Maja Bodenmann und Lucas Orellano vom 29. August 2018 ""Ratsfreier Mittwoch - für eine bessere Vereinbarkeit von Politik und Familie""",16/MO 24/267,ja
237,Rüetschi,Gina,,GRÜNE,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Marina Bruggmann, Gina Rüetschi, René Walther, Marlise Bornhauser, Pascal Schmid, Maja Bodenmann und Lucas Orellano vom 29. August 2018 ""Ratsfreier Mittwoch - für eine bessere Vereinbarkeit von Politik und Familie""",16/MO 24/267,nein
325,Walther,René,,FDP,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Marina Bruggmann, Gina Rüetschi, René Walther, Marlise Bornhauser, Pascal Schmid, Maja Bodenmann und Lucas Orellano vom 29. August 2018 ""Ratsfreier Mittwoch - für eine bessere Vereinbarkeit von Politik und Familie""",16/MO 24/267,nein
,Bornhauser,Marlise,,EDU,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Marina Bruggmann, Gina Rüetschi, René Walther, Marlise Bornhauser, Pascal Schmid, Maja Bodenmann und Lucas Orellano vom 29. August 2018 ""Ratsfreier Mittwoch - für eine bessere Vereinbarkeit von Politik und Familie""",16/MO 24/267,nein
322,Schmid,Pascal,,SVP,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Marina Bruggmann, Gina Rüetschi, René Walther, Marlise Bornhauser, Pascal Schmid, Maja Bodenmann und Lucas Orellano vom 29. August 2018 ""Ratsfreier Mittwoch - für eine bessere Vereinbarkeit von Politik und Familie""",16/MO 24/267,nein
322,Schmid,Pascal,,SVP,"Motion von Manuel Strupler und Pascal Schmid vom 12. September 2018 ""Für einen Denkmalschutz mit Augenmass und besserer Koordination mit den raumplanerischen Zielen""",16/MO 27/272,nein
200,Martin,Urs,,SVP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Urs Martin, Daniel Eugster und Reto Lagler vom 12. September 2018 ""Bericht über strategische Investitionen der Partizipationserlöse""",16/AN 9/273,ja
322,Schmid,Pascal,,SVP,"Interpellation von Stephan Tobler, Pascal Schmid und Gottfried Möckli vom 1. Oktober 2018 ""Handlungsbedarf bei der Polizei?""",16/IN 36/278,nein
302,Möckli,Gottfried,,SVP,"Interpellation von Stephan Tobler, Pascal Schmid und Gottfried Möckli vom 1. Oktober 2018 ""Handlungsbedarf bei der Polizei?""",16/IN 36/278,nein
329,Bünter,Katharina,,Die Mitte,"Motion von Katharina Bünter, Alban Imeri, Dominik Diezi, Brigitte Kaufmann, Stefan Leuthold, Elisabeth Rickenbach, Sabina Peter Köstli, Maja Bodenmann und Marina Bruggmann vom 24. Oktober 2018 ""Vereinbarkeit von Familie und Beruf - notwendiger Handlungsbedarf im Kanton Thurgau""",16/MO 28/282,ja
290,Rickenbach,Elisabeth,,EVP,"Motion von Katharina Bünter, Alban Imeri, Dominik Diezi, Brigitte Kaufmann, Stefan Leuthold, Elisabeth Rickenbach, Sabina Peter Köstli, Maja Bodenmann und Marina Bruggmann vom 24. Oktober 2018 ""Vereinbarkeit von Familie und Beruf - notwendiger Handlungsbedarf im Kanton Thurgau""",16/MO 28/282,nein
337,Eugster,Franz,,Die Mitte,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Josef Gemperle, Franz Eugster und Kilian Imhof vom 24. Oktober 2018 ""Konzept zum Umgang mit Wasserknappheit, Trockenheit, zu den entsprechenden Konflikten und Versorgungsproblemen, sowie mögliche Lösungsansätze und Finanzierungsmodelle""",16/AN 11/283,nein
316,Peter Köstli,Sabina,,Die Mitte,"Interpellation von Alban Imeri, Hanspeter Heeb, Sabina Peter Köstli und Jacob Auer vom 24. Oktober 2018 ""Zeitvorsorge im Kanton TG""",16/IN 37/284,nein
294,Haller,Hansjörg,,EVP,"Einfache Anfrage von Andrea Vonlanthen, Reto Ammann, Franz Eugster, Daniel Frischknecht und Hans-Jörg Haller vom 7. November 2018 ""Fragwürdige Pilotversuche mit Cannabis""",16/EA 89/289,nein
299,Kaufmann,Brigitte,,FDP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Brigitte Kaufmann vom 21. November 2018 ""Regulierungsfolgenabschätzung RFA""",16/AN 13/293,ja
255,Guhl,Andreas,,Die Mitte,"Einfache Anfrage von Ueli Fisch und Andreas Guhl vom 21. November 2018 ""Digitalisierung Kantonale Verwaltung - Strategie der Regierung?""",16/EA 90/294,nein
284,Rüegg,Jost,,GRÜNE,"Einfache Anfrage von Jost Rüegg vom 21. November 2018 ""Fürer-Kult auf Kosten der Allgemeinheit?""",16/EA 93/297,ja
249,Dransfeld,Peter,,GRÜNE,"Einfache Anfrage von Peter Dransfeld vom 5. Dezember 2018 ""PH Thurgau: Ein blauer Brief und viele Fragen""",16/EA 95/300,ja
199,Lei,Hermann,,SVP,"Interpellation von Peter Dransfeld, Ueli Fisch, Josef Gemperle, Andreas Guhl, Hermann Lei und Jost Rüegg vom 19. Dezember 2018 ""Herzklinik: Rückblick und Ausblick""",16/IN 38/305,nein
216,Kappeler,Toni,,GRÜNE,"Interpellation von Kurt Egger, Josef Gemperle, Toni Kappeler und Robert Meyer vom 19. Dezember 2018 ""Entwicklungsschwerpunkt (ESP) Wil West: ein Leuchtturmprojekt ohne öffentliche Diskussion?""",16/IN 39/306,nein
202,Meyer,Robert,,GLP,"Interpellation von Kurt Egger, Josef Gemperle, Toni Kappeler und Robert Meyer vom 19. Dezember 2018 ""Entwicklungsschwerpunkt (ESP) Wil West: ein Leuchtturmprojekt ohne öffentliche Diskussion?""",16/IN 39/306,nein
249,Dransfeld,Peter,,GRÜNE,"Einfache Anfrage von Peter Dransfeld vom 19. Dezember 2018 ""Versteckspiel hinter Klostermauern""",16/EA 99/307,ja
237,Rüetschi,Gina,,GRÜNE,"Einfache Anfrage von Gina Rüetschi und Didi Feuerle vom 19. Dezember 2018 ""Arbeiten bis zur Ausreise""",16/EA 101/309,ja
,Gantenbein,Hanspeter,,SVP,"Einfache Anfrage von Hanspeter Gantenbein vom 9. Januar 2019 ""Kein MuKEn ohne verbindliche Regelung bei denkmalgeschützten Gebäuden""",16/EA 102/311,ja
320,Schläfli,Nina,,SP,"Interpellation von Edith Wohlfender, Nina Schläfli, Sonja Wiesmann und Marina Bruggmann vom 23. Januar 2019 ""Gleichberechtigtes Arbeiten beim Kanton Thurgau, den Gerichten und selbstständigen Anstalten""",16/IN 40/320,nein
132,Wiesmann Schätzle,Sonja,,SP,"Interpellation von Edith Wohlfender, Nina Schläfli, Sonja Wiesmann und Marina Bruggmann vom 23. Januar 2019 ""Gleichberechtigtes Arbeiten beim Kanton Thurgau, den Gerichten und selbstständigen Anstalten""",16/IN 40/320,nein
200,Martin,Urs,,SVP,"Parlamentarische Initiative von Urs Martin, Pascal Schmid, Manuel Strupler und Stephan Tobler vom 13. Februar 2019 ""Erhöhung der Steuerabzüge für Krankenkassenprämien""",16/PI 4/322,ja
323,Strupler,Manuel,,SVP,"Parlamentarische Initiative von Urs Martin, Pascal Schmid, Manuel Strupler und Stephan Tobler vom 13. Februar 2019 ""Erhöhung der Steuerabzüge für Krankenkassenprämien""",16/PI 4/322,nein
