messbeginn,messende,standort,parameter,messwert,messwert_3_dezimalstellen,interventionswert,interventionswert_3_dez,warnwert,warnwert_3_dez,einheit,messmethode
2024-07-16,2024-07-30,ROSEN 4,Benzol,0.4,0.4,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-16,2024-07-30,ROSEN 1,∑CKW,0.78,0.78,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-07-16,2024-07-30,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-07-16,2024-07-30,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-07-16,2024-07-30,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-16,2024-07-30,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-30,2024-08-13,ROSEN 2,Benzol,0.35,0.35,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-07-30,2024-08-13,ROSEN 3,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-07-30,2024-08-13,ROSEN 4,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-07-30,2024-08-13,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-07-30,2024-08-13,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-30,2024-08-13,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-07-30,2024-08-13,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-07-30,2024-08-13,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-08-13,2024-08-27,ROSEN 2,Benzol,0.31,0.31,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-08-13,2024-08-27,ROSEN 2,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-08-13,2024-08-27,ROSEN 4,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-08-13,2024-08-27,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-08-13,2024-08-27,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-08-13,2024-08-27,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-08-13,2024-08-27,ROSEN 3,Quecksilber (gasförmig),0.003,0.003,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-08-13,2024-08-27,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-08-27,2024-09-10,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-08-27,2024-09-10,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-08-27,2024-09-10,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-08-27,2024-09-10,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-08-27,2024-09-10,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-09-10,2024-09-24,ROSEN 4,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-09-10,2024-09-24,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-09-10,2024-09-24,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-09-10,2024-09-24,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-09-10,2024-09-24,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-09-10,2024-09-24,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-09-24,2024-10-08,ROSEN 1,Benzol,0.41,0.41,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-09-24,2024-10-08,ROSEN 2,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-09-24,2024-10-08,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-09-24,2024-10-08,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-09-24,2024-10-08,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-09-24,2024-10-08,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-10-08,2024-10-22,ROSEN 4,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-10-08,2024-10-22,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-10-08,2024-10-22,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-10-08,2024-10-22,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-10-08,2024-10-22,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-10-22,2024-11-05,ROSEN 2,Benzol,0.69,0.69,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-10-22,2024-11-05,ROSEN 1,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-10-22,2024-11-05,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 1,Benzol,0.89,0.89,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 3,Benzol,0.95,0.95,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 3,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-11-05,2024-11-18,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-11-05,2024-11-18,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-11-05,2024-11-18,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-11-18,2024-12-03,ROSEN 1,Benzol,0.68,0.68,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-11-18,2024-12-03,ROSEN 3,Benzol,0.73,0.73,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-11-18,2024-12-03,ROSEN 1,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-11-18,2024-12-03,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-11-18,2024-12-03,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-11-18,2024-12-03,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-11-18,2024-12-03,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-12-03,2024-12-17,ROSEN 1,Benzol,0.81,0.81,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 3,Benzol,0.91,0.91,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 1,∑CKW,0.81,0.81,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 2,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-12-03,2024-12-17,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2024-12-03,2024-12-17,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2024-12-17,2025-01-07,ROSEN 1,Benzol,0.85,0.85,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2024-12-17,2025-01-07,ROSEN 2,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-12-17,2025-01-07,ROSEN 3,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-12-17,2025-01-07,ROSEN 4,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2024-12-17,2025-01-07,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2024-12-17,2025-01-07,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 3,Benzol,0.9,0.9,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 1,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 2,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 3,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 4,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-07,2025-01-14,ROSEN 3,Quecksilber (gasförmig),0.003,0.003,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-07,2025-01-14,ROSEN 4,Quecksilber (gasförmig),0.003,0.003,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-07,2025-01-14,ROSEN 1,∑Aniline,0.5,0.5,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-01-14,2025-01-28,ROSEN 1,Benzol,0.95,0.95,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 4,Benzol,1.1,1.1,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 1,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 4,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-14,2025-01-28,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-01-28,2025-02-11,ROSEN 2,Benzol,0.82,0.82,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 3,Benzol,0.85,0.85,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 1,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 3,∑CKW,0.95,0.95,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 4,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-01-28,2025-02-11,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-28,2025-02-11,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-01-28,2025-02-11,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-01-28,2025-02-11,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-02-11,2025-02-25,ROSEN 1,Benzol,0.99,0.99,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-02-11,2025-02-25,ROSEN 2,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-02-11,2025-02-25,ROSEN 3,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-02-11,2025-02-25,ROSEN 4,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-02-11,2025-02-25,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-02-11,2025-02-25,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-02-11,2025-02-25,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-02-25,2025-03-11,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-02-25,2025-03-11,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-02-25,2025-03-11,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-11,2025-03-25,ROSEN 2,Benzol,0.58,0.58,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-03-11,2025-03-25,ROSEN 4,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-03-11,2025-03-25,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-11,2025-03-25,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-03-11,2025-03-25,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-03-25,2025-04-08,ROSEN 3,Benzol,0.46,0.46,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 4,Benzol,,,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 1,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 2,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-25,2025-04-08,ROSEN 4,Quecksilber (gasförmig),,,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-25,2025-04-08,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-03-25,2025-04-08,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-04-08,2025-04-22,ROSEN 2,Benzol,0.38,0.38,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-04-08,2025-04-22,ROSEN 3,Benzol,0.48,0.48,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-04-08,2025-04-22,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-04-08,2025-04-22,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-04-08,2025-04-22,ROSEN 2,Quecksilber (gasförmig),0.003,0.003,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-04-08,2025-04-22,ROSEN 3,Quecksilber (gasförmig),0.003,0.003,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-04-08,2025-04-22,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-04-22,2025-05-06,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-04-22,2025-05-06,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-04-22,2025-05-06,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-05-06,2025-05-20,ROSEN 2,Benzol,0.34,0.34,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-05-06,2025-05-20,ROSEN 2,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-05-06,2025-05-20,ROSEN 4,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-05-06,2025-05-20,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-05-06,2025-05-20,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-05-06,2025-05-20,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-05-06,2025-05-20,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-05-06,2025-05-20,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-05-06,2025-05-20,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-05-06,2025-05-20,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-05-06,2025-05-20,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-05-20,2025-06-03,ROSEN 1,Benzol,0.26,0.26,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 2,Benzol,0.27,0.27,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 2,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 3,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 4,∑CKW,0.97,0.97,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-05-20,2025-06-03,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-05-20,2025-06-03,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-05-20,2025-06-03,ROSEN 4,∑Aniline,,,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-06-03,2025-06-17,ROSEN 3,Benzol,0.44,0.44,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-06-03,2025-06-17,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-06-03,2025-06-17,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-06-03,2025-06-17,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-06-17,2025-07-01,ROSEN 1,Benzol,0.39,0.39,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 3,Benzol,0.36,0.36,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 4,Benzol,0.48,0.48,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 2,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 3,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-06-17,2025-07-01,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-01,2025-07-15,ROSEN 2,Benzol,0.27,0.27,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 3,Benzol,0.27,0.27,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 4,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-01,2025-07-15,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-15,2025-07-29,ROSEN 4,Benzol,0.36,0.36,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 3,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 4,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-15,2025-07-29,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-15,2025-07-29,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-15,2025-07-29,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-15,2025-07-29,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-29,2025-08-12,ROSEN 3,Benzol,0.39,0.39,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 4,Benzol,0.44,0.44,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-29,2025-08-12,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-29,2025-08-12,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
