date,kategorie,pax,fret,mvt
2024-04-22,Andere Kategorien,17,,20
2024-04-21,Fracht Cargo,0,,
2024-04-20,Passagierverkehr,27941,3.352,195
2024-04-19,Fracht Cargo,0,77.53,2
2024-04-19,Andere Kategorien,3,,17
2024-04-18,Fracht Cargo,0,30.598,2
2024-04-18,Andere Kategorien,0,,10
2024-04-17,Andere Kategorien,7,,9
2024-04-16,Fracht Express,0,177.595,18
2024-04-16,Andere Kategorien,0,,18
2024-04-15,Fracht Express,0,170.237,13
2024-04-14,Passagierverkehr,25823,1.231,175
2024-04-14,Fracht Cargo,0,,
2024-04-13,Passagierverkehr,27719,10.564,189
2024-04-13,Fracht Express,0,19.273,2
2024-04-13,Andere Kategorien,13,,87
2024-04-12,Passagierverkehr,30135,1.162,215
2024-04-12,Fracht Express,0,136.071,12
2024-04-11,Fracht Express,0,179.159,18
2024-04-11,Fracht Cargo,0,19.217,2
2024-04-10,Passagierverkehr,23120,0.702,185
2024-04-09,Passagierverkehr,21949,1.622,171
2024-04-09,Fracht Express,0,178.848,18
2024-04-08,Fracht Express,0,162.278,14
2024-04-08,Fracht Cargo,0,66.36,2
2024-04-08,Andere Kategorien,8,,80
2024-04-07,Passagierverkehr,26003,,172
2024-04-06,Fracht Cargo,0,46.021,2
2024-04-06,Andere Kategorien,4,,118
2024-04-05,Fracht Express,0,162.723,12
2024-04-05,Andere Kategorien,6,,99
2024-04-04,Fracht Express,0,185.531,18
2024-04-03,Passagierverkehr,23239,1.652,183
2024-04-02,Fracht Express,0,166.633,17
2024-04-02,Fracht Cargo,0,,
2024-04-01,Passagierverkehr,30333,,205
2024-04-01,Fracht Cargo,0,,
2024-05-31,Fracht Express,0,132.317,11
2024-05-30,Fracht Cargo,0,35.253,2
2024-05-30,Andere Kategorien,27,,13
2024-05-29,Fracht Cargo,0,114.17,3
2024-05-29,Andere Kategorien,5,,52
2024-05-28,Passagierverkehr,24932,2.253,190
2024-05-28,Fracht Cargo,0,,
2024-05-27,Passagierverkehr,30309,4.643,225
2024-05-27,Andere Kategorien,68,,37
2024-05-26,Fracht Cargo,0,,
2024-05-25,Passagierverkehr,29304,2.339,199
2024-05-25,Fracht Cargo,0,113.907,4
2024-05-25,Andere Kategorien,8,,73
2024-05-22,Fracht Cargo,0,83.2,3
2024-05-21,Fracht Express,0,156.893,17
2024-05-20,Passagierverkehr,32560,0.475,224
2024-05-19,Fracht Cargo,0,,
2024-05-19,Andere Kategorien,0,,57
2024-05-16,Passagierverkehr,26247,2.077,192
2024-05-15,Fracht Express,0,201.21,20
2024-05-15,Andere Kategorien,13,,47
2024-05-12,Fracht Express,0,,
2024-05-12,Fracht Cargo,0,,
2024-05-12,Andere Kategorien,11,,104
2024-05-11,Fracht Cargo,0,38.402,2
2024-05-11,Andere Kategorien,0,,98
2024-05-10,Andere Kategorien,3,,117
2024-05-08,Fracht Express,0,177.728,18
2024-05-08,Fracht Cargo,0,154.645,3
2024-05-07,Fracht Cargo,0,,
2024-05-06,Passagierverkehr,30298,1.53,215
2024-05-06,Andere Kategorien,2,,25
2024-05-04,Passagierverkehr,28608,1.925,192
2024-05-04,Fracht Express,0,24.605,2
2024-05-04,Fracht Cargo,0,106.311,4
2024-05-04,Andere Kategorien,4,,41
2024-05-03,Fracht Express,0,141.952,11
2024-05-02,Andere Kategorien,12,,12
2024-05-01,Fracht Cargo,0,91.716,4
2024-05-01,Andere Kategorien,8,,85
2024-06-30,Fracht Cargo,0,,
2024-06-29,Fracht Cargo,0,102.661,3
2024-06-29,Andere Kategorien,37,,73
2024-06-28,Fracht Cargo,0,,
2024-06-26,Fracht Express,0,178.799,16
2024-06-26,Fracht Cargo,0,81.518,4
2024-06-24,Andere Kategorien,26,,74
2024-06-23,Passagierverkehr,27421,0.79,191
2024-06-23,Fracht Cargo,0,46.903,2
2024-06-22,Passagierverkehr,28136,1.399,192
2024-06-22,Andere Kategorien,12,,16
2024-06-21,Fracht Express,0,138.392,11
2024-06-19,Fracht Cargo,0,99.44,3
2024-06-19,Andere Kategorien,16,,94
2024-06-18,Fracht Cargo,0,,
2024-06-14,Fracht Express,0,137.904,12
2024-06-13,Fracht Express,0,187.173,18
2024-06-13,Andere Kategorien,38,,95
2024-06-12,Fracht Express,0,185.95,18
2024-06-11,Fracht Cargo,0,,
2024-06-10,Fracht Express,0,156.56,12
2024-06-10,Fracht Cargo,0,63.813,2
2024-06-09,Fracht Express,0,,
2024-06-09,Andere Kategorien,11,,66
2024-06-07,Fracht Express,0,140.153,11
2024-06-06,Andere Kategorien,10,,30
2024-06-05,Fracht Express,0,188.396,18
2024-06-05,Fracht Cargo,0,100.602,3
2024-06-04,Passagierverkehr,24294,0.856,195
2024-06-03,Passagierverkehr,28921,1.88,212
2024-06-03,Fracht Express,0,162.219,13
2024-06-03,Fracht Cargo,0,94.981,4
2024-06-03,Andere Kategorien,22,,51
2024-06-02,Passagierverkehr,29030,,193
2024-06-02,Andere Kategorien,11,,12
2024-06-01,Fracht Express,0,31.721,2
2024-06-01,Fracht Cargo,0,73.7,4
2024-07-30,Andere Kategorien,2,,61
2024-07-29,Fracht Express,0,142.319,13
2024-07-29,Fracht Cargo,0,72.98,2
2024-07-28,Passagierverkehr,30985,0.967,207
2024-07-28,Fracht Express,0,,
2024-07-26,Passagierverkehr,31067,2.611,213
2024-07-26,Andere Kategorien,19,,78
2024-07-25,Passagierverkehr,30894,1.845,211
2024-07-25,Fracht Express,0,169.84,18
2024-07-25,Andere Kategorien,21,,97
2024-07-22,Fracht Cargo,0,44.902,2
2024-07-21,Fracht Express,0,,
2024-07-21,Andere Kategorien,1,,35
2024-07-20,Andere Kategorien,4,,71
2024-07-19,Fracht Express,0,122.881,11
2024-07-18,Fracht Express,0,209.381,20
2024-07-18,Andere Kategorien,10,,45
2024-07-17,Passagierverkehr,26587,0.52,196
2024-07-17,Fracht Express,0,133.937,16
2024-07-17,Fracht Cargo,0,124.364,4
2024-07-17,Andere Kategorien,18,,83
2024-07-16,Fracht Express,0,159.716,18
2024-07-16,Fracht Cargo,0,5.889,1
2024-07-16,Andere Kategorien,4,,33
2024-07-15,Passagierverkehr,29766,1.15,213
2024-07-14,Passagierverkehr,28199,1.277,191
2024-07-14,Fracht Cargo,0,,
2024-07-13,Passagierverkehr,30420,1.996,205
2024-07-13,Fracht Express,0,50.141,2
2024-07-12,Fracht Cargo,0,,
2024-07-11,Fracht Cargo,0,25.587,2
2024-07-10,Fracht Cargo,0,109.272,3
2024-07-10,Andere Kategorien,16,,25
2024-07-09,Andere Kategorien,15,,70
2024-07-08,Fracht Express,0,149.746,13
2024-07-07,Fracht Cargo,0,,
2024-07-07,Andere Kategorien,16,,61
2024-07-04,Passagierverkehr,25500,0.983,211
2024-07-03,Passagierverkehr,24272,1.399,189
2024-07-03,Fracht Express,0,188.963,18
2024-07-03,Fracht Cargo,0,120.011,3
2024-07-02,Fracht Cargo,0,,
2024-07-02,Andere Kategorien,0,,64
2024-07-01,Passagierverkehr,28873,2.493,204
2024-07-01,Andere Kategorien,1,,39
2024-08-31,Fracht Cargo,0,90.086,4
2024-08-30,Passagierverkehr,29965,0.395,214
2024-08-30,Andere Kategorien,4,,79
2024-08-29,Passagierverkehr,28851,0.571,205
2024-08-29,Andere Kategorien,32,,66
2024-08-28,Fracht Express,0,164.352,18
2024-08-27,Passagierverkehr,26054,1.308,196
2024-08-27,Fracht Cargo,0,,
2024-08-27,Andere Kategorien,6,,52
2024-08-24,Andere Kategorien,0,,95
2024-08-23,Passagierverkehr,31021,5.753,215
2024-08-22,Fracht Express,0,164.978,18
2024-08-21,Passagierverkehr,27144,3.846,199
2024-08-21,Fracht Cargo,0,94.904,4
2024-08-21,Andere Kategorien,7,,107
2024-08-20,Fracht Express,0,149.397,18
2024-08-20,Fracht Cargo,0,5.624,1
2024-08-19,Fracht Express,0,130.794,13
2024-08-17,Fracht Express,0,32.476,2
2024-08-16,Andere Kategorien,0,,52
2024-08-15,Fracht Cargo,0,18.696,2
2024-08-15,Andere Kategorien,0,,63
2024-08-14,Fracht Express,0,167.331,18
2024-08-13,Passagierverkehr,28219,0.682,203
2024-08-13,Fracht Express,0,145.851,16
2024-08-13,Fracht Cargo,0,,
2024-08-12,Passagierverkehr,31692,0.776,212
2024-08-12,Andere Kategorien,0,,28
2024-08-10,Andere Kategorien,4,,89
2024-08-09,Passagierverkehr,32627,1.11,219
2024-08-09,Fracht Express,0,121.103,11
2024-08-08,Passagierverkehr,31931,1.75,215
2024-08-07,Passagierverkehr,29192,3.09,200
2024-08-07,Fracht Cargo,0,91.012,4
2024-08-07,Andere Kategorien,14,,36
2024-08-06,Passagierverkehr,29175,0.99,198
2024-08-06,Fracht Cargo,0,,
2024-08-03,Andere Kategorien,0,,68
2024-08-02,Fracht Cargo,0,,
2024-08-01,Passagierverkehr,30687,1.565,203
2024-08-01,Andere Kategorien,5,,16
2024-09-28,Fracht Express,0,27.367,2
2024-09-28,Fracht Cargo,0,29.883,2
2024-09-27,Fracht Cargo,0,1.625,2
2024-09-26,Fracht Cargo,0,21.263,2
2024-09-25,Passagierverkehr,25703,0.521,198
2024-09-25,Fracht Express,0,188.135,18
2024-09-25,Fracht Cargo,0,79.401,5
2024-09-24,Passagierverkehr,24445,1.803,188
2024-09-24,Andere Kategorien,5,,76
2024-09-23,Andere Kategorien,5,,21
2024-09-21,Fracht Express,0,28.807,2
2024-09-20,Passagierverkehr,32149,2.534,235
2024-09-20,Fracht Express,0,129.734,11
2024-09-20,Fracht Cargo,0,,
2024-09-19,Fracht Cargo,0,18.835,2
2024-09-19,Andere Kategorien,1,,66
2024-09-18,Fracht Cargo,0,130.181,5
2024-09-17,Passagierverkehr,25438,1.566,202
2024-09-17,Fracht Express,0,177.109,18
2024-09-17,Andere Kategorien,10,,31
2024-09-16,Fracht Express,0,147.657,11
2024-09-16,Fracht Cargo,0,52.08,3
2024-09-15,Andere Kategorien,6,,62
2024-09-14,Passagierverkehr,29183,2.969,195
2024-09-14,Andere Kategorien,3,,30
2024-09-13,Fracht Express,0,132.84,11
2024-09-12,Andere Kategorien,11,,52
2024-09-11,Fracht Cargo,0,98.405,4
2024-09-10,Passagierverkehr,24192,1.728,193
2024-09-10,Fracht Cargo,0,,
2024-09-08,Andere Kategorien,4,,32
2024-09-07,Passagierverkehr,29630,2.756,203
2024-09-07,Andere Kategorien,3,,73
2024-09-03,Fracht Cargo,0,,
2024-09-02,Fracht Express,0,143.241,13
2024-09-02,Andere Kategorien,10,,70
2024-09-01,Passagierverkehr,27913,1.307,192
2024-10-31,Passagierverkehr,23166,0.401,166
2024-10-31,Fracht Cargo,0,,
2024-10-29,Passagierverkehr,19950,1.557,154
2024-10-29,Fracht Express,0,176.943,18
2024-10-29,Andere Kategorien,4,,77
2024-10-28,Fracht Express,0,157.686,13
2024-10-26,Andere Kategorien,7,,45
2024-10-25,Fracht Express,0,142.317,11
2024-10-24,Fracht Express,0,181.653,18
2024-10-24,Fracht Cargo,0,,
2024-10-23,Andere Kategorien,24,,24
2024-10-22,Passagierverkehr,25575,2.484,198
2024-10-21,Fracht Express,0,147.263,13
2024-10-21,Fracht Cargo,0,72.828,1
2024-10-20,Fracht Express,0,,
2024-10-19,Passagierverkehr,31732,1.299,211
2024-10-19,Fracht Cargo,0,100.469,4
2024-10-16,Fracht Express,0,187.902,18
2024-10-16,Fracht Cargo,0,92.958,4
2024-10-15,Fracht Express,0,169.372,18
2024-10-14,Passagierverkehr,31613,0.739,220
2024-10-14,Fracht Cargo,0,64.422,1
2024-10-13,Andere Kategorien,9,,57
2024-10-12,Passagierverkehr,31583,1.987,209
2024-10-12,Andere Kategorien,15,,59
2024-10-11,Andere Kategorien,10,,68
2024-10-10,Andere Kategorien,2,,24
2024-10-09,Andere Kategorien,0,,52
2024-10-08,Fracht Cargo,0,,
2024-10-06,Passagierverkehr,30474,2.07,200
2024-10-06,Andere Kategorien,11,,39
2024-10-05,Andere Kategorien,0,,35
2024-10-04,Passagierverkehr,32535,1.931,223
2024-10-04,Fracht Express,0,117.385,10
2024-10-04,Fracht Cargo,0,,
2024-10-03,Fracht Cargo,0,27.348,2
2024-10-02,Passagierverkehr,26145,0.801,192
2024-10-01,Andere Kategorien,18,,45
2024-11-30,Passagierverkehr,16968,1.424,132
2024-11-30,Fracht Cargo,0,92.171,3
2024-11-30,Andere Kategorien,7,,75
2024-11-29,Passagierverkehr,24529,2.096,178
2024-11-29,Fracht Express,0,171.008,13
2024-11-28,Fracht Express,0,174.537,18
2024-11-28,Fracht Cargo,0,22.906,3
2024-11-25,Passagierverkehr,20569,1.75,160
2024-11-25,Fracht Cargo,0,62.617,3
2024-11-24,Fracht Cargo,0,,
2024-11-23,Passagierverkehr,17173,1.393,147
2024-11-23,Fracht Cargo,0,108.319,5
2024-11-22,Fracht Cargo,0,,
2024-11-21,Fracht Express,0,90.582,8
2024-11-21,Fracht Cargo,0,24.568,3
2024-11-20,Andere Kategorien,8,,53
2024-11-19,Fracht Express,0,182.411,19
2024-11-19,Fracht Cargo,0,2.626,2
2024-11-19,Andere Kategorien,6,,6
2024-11-18,Fracht Express,0,167.229,15
2024-11-18,Fracht Cargo,0,2.401,1
2024-11-18,Andere Kategorien,14,,81
2024-11-17,Passagierverkehr,23018,1.596,168
2024-11-17,Fracht Express,0,,
2024-11-17,Andere Kategorien,0,,16
2024-11-16,Passagierverkehr,17869,1.582,138
2024-11-16,Andere Kategorien,6,,113
2024-11-15,Passagierverkehr,23815,1.609,179
2024-11-15,Fracht Cargo,0,,
2024-11-13,Passagierverkehr,15521,1.909,135
2024-11-12,Passagierverkehr,13646,0.788,114
2024-11-12,Fracht Cargo,0,2.555,2
2024-11-12,Andere Kategorien,15,,23
2024-11-11,Fracht Express,0,152.607,13
2024-11-11,Andere Kategorien,13,,13
2024-11-09,Passagierverkehr,18970,2.317,144
2024-11-08,Passagierverkehr,25025,1.743,171
2024-11-08,Fracht Express,0,152.344,11
2024-11-08,Andere Kategorien,0,,6
2024-11-07,Andere Kategorien,5,,9
2024-11-06,Fracht Cargo,0,103.995,4
2024-11-04,Passagierverkehr,23772,1.68,180
2024-11-04,Fracht Express,0,144.586,13
2024-11-04,Fracht Cargo,0,29.359,1
2024-11-03,Fracht Cargo,0,,
2024-11-02,Passagierverkehr,22558,1.139,168
2024-11-02,Fracht Express,0,17.076,2
2024-11-01,Fracht Cargo,0,12.549,2
2024-12-31,Fracht Express,0,57.392,12
2024-12-30,Fracht Express,0,67.143,13
2024-12-30,Fracht Cargo,0,,
2024-12-28,Andere Kategorien,4,,100
2024-12-27,Fracht Cargo,0,,
2024-12-27,Andere Kategorien,9,,66
2024-12-25,Andere Kategorien,0,,29
2024-12-24,Passagierverkehr,19509,0.95,145
2024-12-24,Andere Kategorien,4,,27
2024-12-23,Fracht Cargo,0,13.28,2
2024-12-22,Passagierverkehr,27245,1.239,190
2024-12-22,Fracht Express,0,,
2024-12-22,Andere Kategorien,5,,4
2024-12-21,Fracht Express,0,30.376,2
2024-12-21,Fracht Cargo,0,86.514,4
2024-12-20,Passagierverkehr,27499,0.414,191
2024-12-20,Fracht Cargo,0,,
2024-12-19,Passagierverkehr,22866,2.082,176
2024-12-19,Andere Kategorien,3,,9
2024-12-18,Fracht Express,0,218.441,20
2024-12-17,Passagierverkehr,16993,2.677,146
2024-12-15,Fracht Cargo,0,,
2024-12-15,Andere Kategorien,19,,68
2024-12-14,Passagierverkehr,19988,4.36,156
2024-12-14,Fracht Express,0,51.271,2
2024-12-12,Passagierverkehr,20129,1.745,159
2024-12-12,Fracht Cargo,0,17.741,2
2024-12-10,Fracht Cargo,0,0.261,1
2024-12-09,Passagierverkehr,23391,1.665,171
2024-12-09,Fracht Express,0,163.397,14
2024-12-07,Fracht Express,0,46.953,2
2024-12-07,Fracht Cargo,0,112.316,3
2024-12-06,Passagierverkehr,25140,1.434,181
2024-12-06,Fracht Express,0,165.627,12
2024-12-06,Fracht Cargo,0,14.831,2
2024-12-03,Fracht Cargo,0,,
2024-12-01,Fracht Express,0,,
2025-01-29,Fracht Cargo,0,78.916,4
2025-01-27,Andere Kategorien,2,,7
2025-01-25,Andere Kategorien,2,,111
2025-01-24,Passagierverkehr,19064,0.921,149
2025-01-24,Fracht Express,0,151.647,11
2025-01-24,Fracht Cargo,0,,
2025-01-23,Passagierverkehr,10966,2.167,103
2025-01-22,Andere Kategorien,16,,54
2025-01-21,Fracht Cargo,0,,
2025-01-20,Passagierverkehr,16421,0.588,152
2025-01-20,Andere Kategorien,30,,76
2025-01-19,Fracht Cargo,0,,
2025-01-18,Passagierverkehr,10944,0.777,92
2025-01-18,Fracht Cargo,0,70.684,4
2025-01-17,Andere Kategorien,2,,29
2025-01-16,Fracht Cargo,0,20.42,2
2025-01-15,Andere Kategorien,0,,15
2025-01-14,Fracht Express,0,173.032,18
2025-01-14,Fracht Cargo,0,,
2025-01-14,Andere Kategorien,8,,59
2025-01-13,Fracht Express,0,157.042,13
2025-01-13,Fracht Cargo,0,38.013,2
2025-01-13,Andere Kategorien,3,,72
2025-01-12,Passagierverkehr,15677,2.501,129
2025-01-12,Fracht Express,0,,
2025-01-12,Fracht Cargo,0,,
2025-01-11,Passagierverkehr,12587,2.766,111
2025-01-11,Fracht Cargo,0,78.198,4
2025-01-10,Passagierverkehr,19053,0.994,161
2025-01-10,Andere Kategorien,8,,64
2025-01-09,Andere Kategorien,0,,4
2025-01-08,Passagierverkehr,12469,1.123,113
2025-01-08,Andere Kategorien,8,,29
2025-01-06,Passagierverkehr,23685,1.385,171
2025-01-05,Passagierverkehr,24684,0.249,166
2025-01-05,Fracht Express,0,,
2025-01-05,Fracht Cargo,0,,
2025-01-04,Fracht Express,0,19.077,2
2025-01-03,Passagierverkehr,28320,0.721,194
2025-01-03,Fracht Express,0,113.373,14
2025-01-03,Fracht Cargo,0,,
2025-01-02,Passagierverkehr,24309,0.08,175
2025-01-02,Fracht Express,0,61.719,9
2025-02-28,Andere Kategorien,10,,70
2025-02-27,Passagierverkehr,19780,1.994,140
2025-02-27,Fracht Cargo,0,18.586,2
2025-02-26,Passagierverkehr,20984,2.264,162
2025-02-26,Andere Kategorien,13,,24
2025-02-24,Passagierverkehr,24643,1.652,180
2025-02-24,Fracht Express,0,150.188,13
2025-02-24,Fracht Cargo,0,34.706,2
2025-02-23,Passagierverkehr,25102,0.843,174
2025-02-23,Fracht Express,0,,
2025-02-22,Passagierverkehr,20073,1.61,140
2025-02-21,Andere Kategorien,16,,81
2025-02-20,Fracht Express,0,172.891,17
2025-02-20,Fracht Cargo,0,25.146,2
2025-02-19,Passagierverkehr,20527,0.404,165
2025-02-18,Fracht Express,0,177.339,18
2025-02-18,Andere Kategorien,0,,71
2025-02-17,Passagierverkehr,23699,0.616,170
2025-02-17,Fracht Express,0,156.679,13
2025-02-17,Fracht Cargo,0,51.358,2
2025-02-15,Andere Kategorien,0,,98
2025-02-14,Passagierverkehr,24556,0.872,179
2025-02-14,Fracht Express,0,118.173,11
2025-02-13,Passagierverkehr,19448,1.187,149
2025-02-13,Fracht Express,0,187.43,18
2025-02-13,Fracht Cargo,0,34.847,2
2025-02-12,Andere Kategorien,14,,45
2025-02-11,Fracht Express,0,149.056,18
2025-02-10,Fracht Express,0,146.998,13
2025-02-09,Andere Kategorien,4,,69
2025-02-08,Fracht Cargo,0,97.7,4
2025-02-07,Fracht Cargo,0,,
2025-02-07,Andere Kategorien,20,,65
2025-02-06,Fracht Express,0,165.519,18
2025-02-06,Fracht Cargo,0,28.198,2
2025-02-04,Andere Kategorien,10,,75
2025-02-01,Fracht Cargo,0,89.606,4
2025-03-31,Fracht Express,0,158.447,14
2025-03-31,Fracht Cargo,0,125.802,3
2025-03-30,Andere Kategorien,3,,36
2025-03-28,Fracht Express,0,146.072,12
2025-03-27,Fracht Express,0,198.766,18
2025-03-27,Andere Kategorien,14,,41
2025-03-25,Fracht Express,0,186.897,18
2025-03-25,Fracht Cargo,0,,
2025-03-24,Fracht Cargo,0,31.295,2
2025-03-23,Passagierverkehr,22891,0.527,168
2025-03-22,Fracht Cargo,0,47.692,2
2025-03-22,Andere Kategorien,14,,77
2025-03-21,Passagierverkehr,23166,0.55,174
2025-03-20,Passagierverkehr,17954,1.836,152
2025-03-20,Fracht Cargo,0,28.327,2
2025-03-20,Andere Kategorien,3,,79
2025-03-18,Passagierverkehr,15097,1.559,140
2025-03-18,Fracht Express,0,183.693,17
2025-03-17,Passagierverkehr,22163,0.541,173
2025-03-17,Fracht Cargo,0,42.815,2
2025-03-16,Passagierverkehr,23279,1.704,168
2025-03-15,Passagierverkehr,18102,2.64,138
2025-03-14,Passagierverkehr,23954,0.854,180
2025-03-14,Fracht Cargo,0,,
2025-03-14,Andere Kategorien,4,,44
2025-03-13,Fracht Express,0,190.375,21
2025-03-12,Fracht Express,0,199.88,18
2025-03-12,Fracht Cargo,0,96.583,4
2025-03-11,Fracht Express,0,164.93,16
2025-03-11,Andere Kategorien,13,,60
2025-03-10,Passagierverkehr,21252,2.04,154
2025-03-09,Fracht Express,0,,
2025-03-08,Passagierverkehr,19098,1.202,138
2025-03-08,Fracht Express,0,40.001,2
2025-03-07,Passagierverkehr,24961,1.009,177
2025-03-06,Fracht Cargo,0,27.308,2
2025-03-05,Passagierverkehr,19063,1.109,164
2025-03-04,Passagierverkehr,16481,1.558,140
2025-03-04,Fracht Cargo,0,,
2025-03-04,Andere Kategorien,10,,91
2025-03-03,Passagierverkehr,23308,0.936,186
2025-03-03,Fracht Express,0,153.264,13
2025-03-03,Fracht Cargo,0,71.327,2
2025-03-03,Andere Kategorien,10,,81
2025-03-02,Fracht Cargo,0,,
2025-03-01,Fracht Express,0,31.893,2
2025-04-30,Fracht Express,0,130.853,14
2025-04-29,Fracht Cargo,0,,
2025-04-29,Andere Kategorien,9,,103
2025-04-25,Fracht Express,0,137.124,10
2025-04-24,Fracht Cargo,0,18.334,2
2025-04-24,Andere Kategorien,13,,12
2025-04-23,Passagierverkehr,28612,8.004,198
2025-04-23,Fracht Cargo,0,85.822,4
2025-04-21,Fracht Express,0,3.485,3
2025-04-20,Fracht Express,0,,
2025-04-19,Passagierverkehr,31376,3.42,202
2025-04-17,Passagierverkehr,30968,1.181,205
2025-04-16,Fracht Cargo,0,64.041,5
2025-04-15,Fracht Express,0,169.936,16
2025-04-15,Fracht Cargo,0,,
2025-04-13,Passagierverkehr,30137,1.15,197
2025-04-13,Fracht Cargo,0,,
2025-04-13,Andere Kategorien,0,,41
2025-04-12,Fracht Express,0,31.048,2
2025-04-11,Fracht Cargo,0,,
2025-04-11,Andere Kategorien,0,,82
2025-04-10,Fracht Cargo,0,29.864,2
2025-04-10,Andere Kategorien,12,,72
2025-04-09,Passagierverkehr,24538,2.016,189
2025-04-09,Fracht Cargo,0,60.933,5
2025-04-08,Fracht Cargo,0,,
2025-04-08,Andere Kategorien,6,,65
2025-04-07,Fracht Cargo,0,75.196,2
2025-04-06,Passagierverkehr,28748,1.975,200
2025-04-05,Andere Kategorien,6,,96
2025-04-04,Passagierverkehr,27191,2.398,216
2025-04-04,Fracht Express,0,138.448,10
2025-04-03,Fracht Cargo,0,,
2025-04-02,Passagierverkehr,20849,1.602,186
2025-04-02,Andere Kategorien,26,,59
2026-05-27,Fracht Cargo,0,61.542,10
2026-05-26,Andere Kategorien,0,,14
2026-05-25,Passagierverkehr,34649,0.0,218
2026-05-25,Fracht Cargo,0,41.467,7
2026-05-24,Passagierverkehr,30571,0.119,213
2026-05-24,Fracht Cargo,0,,
2026-05-24,Andere Kategorien,0,,24
2026-05-22,Passagierverkehr,28666,2.033,203
2026-05-22,Andere Kategorien,0,,7
2026-05-20,Fracht Express,0,,
2026-05-19,Fracht Cargo,0,32.676,10
2026-05-18,Passagierverkehr,3516,,35
2026-05-18,Fracht Express,0,,
2026-05-18,Fracht Cargo,0,22.898,7
2026-05-17,Andere Kategorien,0,,43
2026-05-16,Fracht Express,0,,
2026-05-16,Andere Kategorien,0,,39
2026-05-15,Andere Kategorien,0,,6
2026-05-14,Passagierverkehr,3605,,29
2026-05-14,Fracht Express,0,,
2026-05-13,Fracht Express,0,,
2026-05-12,Fracht Express,0,,
2026-05-12,Andere Kategorien,0,,33
2026-05-11,Passagierverkehr,3215,,31
2026-05-11,Andere Kategorien,0,,15
2026-05-10,Fracht Express,0,,
2026-05-10,Fracht Cargo,0,5.864,1
2026-05-08,Fracht Cargo,0,19.789,6
2026-05-07,Passagierverkehr,3213,,31
2026-05-07,Fracht Cargo,0,30.362,11
2026-05-07,Andere Kategorien,0,,22
2026-05-06,Passagierverkehr,3258,,35
2026-05-06,Fracht Cargo,0,35.042,13
2026-05-06,Andere Kategorien,0,,5
2026-05-05,Fracht Express,0,17.49,6
2026-05-05,Fracht Cargo,0,13.446,4
2026-05-05,Andere Kategorien,0,,8
2026-05-04,Fracht Cargo,0,12.785,4
2026-05-03,Andere Kategorien,0,,7
2026-05-02,Passagierverkehr,3543,,30
2026-05-01,Fracht Cargo,0,11.414,3
2026-04-30,Passagierverkehr,3084,,38
2026-04-30,Fracht Cargo,0,9.552,4
2026-04-28,Fracht Express,0,20.336,6
2026-04-28,Andere Kategorien,8,,27
2026-04-27,Fracht Cargo,0,15.502,5
2026-04-27,Andere Kategorien,0,,48
2026-04-26,Fracht Cargo,0,4.921,1
2026-04-26,Andere Kategorien,1,,36
2026-04-25,Passagierverkehr,3529,,34
2026-04-25,Fracht Cargo,0,1.562,1
2026-04-24,Andere Kategorien,11,,35
2026-04-23,Fracht Express,0,17.526,5
2026-04-22,Fracht Cargo,0,20.335,6
2026-04-21,Andere Kategorien,1,,26
2026-04-20,Fracht Express,0,16.282,4
2026-04-19,Andere Kategorien,9,,12
2026-04-18,Passagierverkehr,4786,,31
2026-04-18,Fracht Express,0,,
2026-04-18,Andere Kategorien,1,,44
2026-04-17,Passagierverkehr,4232,0.484,31
2026-04-17,Fracht Express,0,9.732,3
2026-04-17,Andere Kategorien,15,,56
2026-04-15,Passagierverkehr,3991,,32
2026-04-13,Andere Kategorien,11,,11
2026-04-12,Andere Kategorien,18,,11
2026-04-11,Passagierverkehr,28466,1.387,190
2026-04-10,Andere Kategorien,7,,27
2026-04-09,Passagierverkehr,29176,2.243,203
2026-04-09,Fracht Express,0,187.239,16
2026-04-09,Fracht Cargo,0,28.815,2
2026-04-06,Passagierverkehr,34108,0.299,211
2026-04-06,Fracht Express,0,,
2026-04-05,Fracht Cargo,0,,
2026-04-05,Andere Kategorien,7,,11
