date,kategorie,pax,fret,mvt
2020-07-30,Fracht Express,0,185.359,16
2020-07-30,Andere Kategorien,2,,64
2020-07-28,Passagierverkehr,8672,0.155,79
2020-07-28,Andere Kategorien,13,,60
2020-07-27,Passagierverkehr,10522,,104
2020-07-27,Fracht Cargo,0,54.903,2
2020-07-27,Andere Kategorien,11,,59
2020-07-26,Passagierverkehr,13085,,119
2020-07-26,Fracht Cargo,0,,
2020-07-26,Andere Kategorien,3,,24
2020-07-24,Fracht Express,0,142.862,10
2020-07-23,Passagierverkehr,6816,,74
2020-07-23,Fracht Cargo,0,29.903,2
2020-07-22,Fracht Cargo,0,67.16,4
2020-07-21,Passagierverkehr,6565,0.356,70
2020-07-20,Fracht Express,0,158.457,14
2020-07-17,Andere Kategorien,3,,32
2020-07-16,Passagierverkehr,5087,0.025,63
2020-07-16,Fracht Express,0,207.042,16
2020-07-16,Andere Kategorien,3,,37
2020-07-15,Andere Kategorien,22,,21
2020-07-14,Passagierverkehr,4572,0.829,54
2020-07-12,Passagierverkehr,8940,,98
2020-07-12,Fracht Cargo,0,,
2020-07-11,Passagierverkehr,7928,0.186,82
2020-07-11,Fracht Express,0,46.133,4
2020-07-11,Andere Kategorien,5,,64
2020-07-10,Fracht Cargo,0,46.185,2
2020-07-09,Passagierverkehr,3956,0.087,62
2020-07-09,Fracht Express,0,197.762,16
2020-07-09,Fracht Cargo,0,,
2020-07-09,Andere Kategorien,15,,54
2020-07-08,Passagierverkehr,4991,,59
2020-07-08,Fracht Express,0,198.055,16
2020-07-07,Passagierverkehr,3351,0.455,57
2020-07-06,Fracht Express,0,168.487,14
2020-07-05,Fracht Cargo,0,,
2020-07-03,Fracht Cargo,0,105.815,4
2020-07-01,Fracht Express,0,210.384,17
2020-06-29,Fracht Express,0,168.592,14
2020-06-29,Fracht Cargo,0,112.362,4
2020-06-29,Andere Kategorien,11,,72
2020-06-27,Passagierverkehr,1145,,23
2020-06-26,Passagierverkehr,2045,0.326,33
2020-06-24,Fracht Express,0,204.669,16
2020-06-23,Passagierverkehr,338,0.441,15
2020-06-23,Fracht Cargo,0,,
2020-06-23,Andere Kategorien,23,,85
2020-06-22,Andere Kategorien,5,,76
2020-06-21,Fracht Express,0,,
2020-06-20,Andere Kategorien,0,,78
2020-06-19,Fracht Express,0,161.058,10
2020-06-18,Fracht Express,0,201.345,16
2020-06-17,Fracht Cargo,0,82.262,4
2020-06-15,Fracht Cargo,0,56.327,2
2020-06-14,Fracht Express,0,,
2020-06-14,Fracht Cargo,0,,
2020-06-13,Fracht Cargo,0,85.744,4
2020-06-13,Andere Kategorien,0,,80
2020-06-11,Fracht Express,0,184.195,16
2020-06-11,Fracht Cargo,0,,
2020-06-10,Fracht Express,0,209.282,16
2020-06-09,Passagierverkehr,35,0.867,14
2020-06-09,Fracht Cargo,0,,
2020-06-08,Andere Kategorien,0,,38
2020-06-07,Passagierverkehr,240,,20
2020-06-07,Andere Kategorien,1,,43
2020-06-06,Passagierverkehr,0,,6
2020-06-06,Andere Kategorien,1,,21
2020-06-05,Passagierverkehr,665,1.005,20
2020-06-04,Fracht Cargo,0,123.892,4
2020-06-03,Passagierverkehr,453,,11
2020-06-03,Andere Kategorien,0,,51
2020-06-02,Passagierverkehr,12,0.054,18
2020-06-02,Fracht Cargo,0,27.756,2
2020-06-02,Andere Kategorien,3,,92
2020-06-01,Passagierverkehr,200,,11
2020-05-31,Passagierverkehr,149,,8
2020-05-31,Andere Kategorien,6,,86
2020-05-30,Fracht Cargo,0,87.714,4
2020-05-29,Fracht Cargo,0,60.724,2
2020-05-29,Andere Kategorien,10,,192
2020-05-27,Fracht Cargo,0,57.857,5
2020-05-27,Andere Kategorien,4,,112
2020-05-26,Fracht Express,0,167.778,16
2020-05-26,Fracht Cargo,0,49.935,2
2020-05-26,Andere Kategorien,1,,74
2020-05-23,Fracht Express,0,30.812,4
2020-05-23,Andere Kategorien,0,,6
2020-05-22,Passagierverkehr,8,0.02,14
2020-05-22,Fracht Express,0,108.84,15
2020-05-22,Andere Kategorien,16,,114
2020-05-21,Andere Kategorien,16,,66
2020-05-20,Passagierverkehr,115,,15
2020-05-20,Fracht Cargo,0,115.615,4
2020-05-20,Andere Kategorien,0,,90
2020-05-19,Passagierverkehr,4,,14
2020-05-19,Andere Kategorien,5,,54
2020-05-18,Passagierverkehr,4,,12
2020-05-17,Fracht Cargo,0,42.537,2
2020-05-17,Andere Kategorien,2,,90
2020-05-16,Fracht Express,0,52.236,4
2020-05-16,Fracht Cargo,0,113.372,4
2020-05-15,Fracht Express,0,146.551,13
2020-05-14,Passagierverkehr,4,0.0,11
2020-05-14,Fracht Express,0,176.935,16
2020-05-12,Fracht Express,0,174.267,17
2020-05-11,Fracht Cargo,0,105.503,4
2020-05-11,Andere Kategorien,1,,4
2020-05-10,Fracht Cargo,0,40.038,2
2020-05-10,Andere Kategorien,0,,4
2020-05-09,Passagierverkehr,150,,7
2020-05-09,Fracht Express,0,24.958,4
2020-05-08,Fracht Cargo,0,,
2020-05-07,Fracht Cargo,0,26.247,2
2020-05-06,Fracht Express,0,173.919,16
2020-05-05,Passagierverkehr,9,0.648,8
2020-05-04,Fracht Express,0,129.792,13
2020-05-03,Andere Kategorien,1,,4
2020-05-02,Fracht Cargo,0,206.73,6
2020-05-01,Fracht Express,0,84.096,7
2020-05-01,Fracht Cargo,0,,
2020-04-30,Fracht Express,0,182.557,18
2020-04-29,Passagierverkehr,2,0.0,11
2020-04-27,Passagierverkehr,63,,26
2020-04-27,Fracht Cargo,0,106.567,4
2020-04-27,Andere Kategorien,38,,23
2020-04-26,Passagierverkehr,0,,3
2020-04-26,Andere Kategorien,0,,5
2020-04-25,Fracht Express,0,41.365,4
2020-04-25,Fracht Cargo,0,91.682,4
2020-04-25,Andere Kategorien,0,,2
2020-04-23,Passagierverkehr,18,0.214,12
2020-04-22,Fracht Express,0,172.588,18
2020-04-22,Fracht Cargo,0,63.806,6
2020-04-21,Fracht Cargo,0,120.388,2
2020-04-21,Andere Kategorien,0,,10
2020-04-18,Passagierverkehr,0,,6
2020-04-18,Andere Kategorien,4,,3
2020-04-17,Andere Kategorien,9,,28
2020-04-16,Fracht Cargo,0,244.766,6
2020-04-16,Andere Kategorien,0,,30
2020-04-15,Fracht Express,0,159.475,18
2020-04-14,Fracht Express,0,155.314,19
2020-04-13,Fracht Express,0,8.541,1
2020-04-12,Fracht Cargo,0,67.354,2
2020-04-11,Passagierverkehr,3,,8
2020-04-09,Passagierverkehr,0,,8
2020-04-09,Fracht Express,0,151.374,15
2020-04-09,Andere Kategorien,2,,11
2020-04-08,Fracht Cargo,0,83.416,6
2020-04-08,Andere Kategorien,3,,3
2020-04-07,Fracht Express,0,104.14,16
2020-04-06,Fracht Express,0,142.263,12
2020-04-06,Andere Kategorien,2,,6
2020-04-05,Fracht Express,0,,
2020-04-04,Andere Kategorien,3,,5
2020-04-02,Fracht Cargo,0,139.142,6
2020-04-02,Andere Kategorien,2,,9
2020-04-01,Fracht Express,0,142.811,16
2020-03-30,Passagierverkehr,362,,13
2020-03-30,Fracht Express,0,134.472,12
2020-03-30,Fracht Cargo,0,84.741,4
2020-03-30,Andere Kategorien,0,,3
2020-03-29,Passagierverkehr,151,,5
2020-03-29,Andere Kategorien,1,,6
2020-03-28,Passagierverkehr,247,,15
2020-03-27,Passagierverkehr,119,0.042,9
2020-03-27,Fracht Express,0,136.042,15
2020-03-27,Fracht Cargo,0,51.85,2
2020-03-26,Fracht Cargo,0,66.346,4
2020-03-26,Andere Kategorien,0,,7
2020-03-25,Passagierverkehr,215,,12
2020-03-24,Passagierverkehr,330,0.385,27
2020-03-24,Andere Kategorien,6,,9
2020-03-23,Passagierverkehr,167,,11
2020-03-23,Fracht Express,0,154.871,16
2020-03-23,Fracht Cargo,0,71.859,5
2020-03-22,Passagierverkehr,940,,34
2020-03-21,Passagierverkehr,945,,23
2020-03-20,Passagierverkehr,2036,,72
2020-03-20,Fracht Cargo,0,,
2020-03-20,Andere Kategorien,0,,5
2020-03-19,Fracht Express,0,186.575,22
2020-03-19,Fracht Cargo,0,145.428,4
2020-03-19,Andere Kategorien,0,,3
2020-03-18,Fracht Express,0,194.38,22
2020-03-17,Fracht Express,0,186.894,20
2020-03-16,Passagierverkehr,7752,0.643,136
2020-03-16,Fracht Cargo,0,0.0,1
2020-03-15,Fracht Cargo,0,13.013,2
2020-03-13,Passagierverkehr,12970,0.705,178
2020-03-12,Passagierverkehr,10495,0.798,143
2020-03-12,Fracht Express,0,208.343,20
2020-03-11,Passagierverkehr,10970,,138
2020-03-11,Fracht Express,0,211.143,20
2020-03-11,Andere Kategorien,9,,86
2020-03-10,Passagierverkehr,11268,1.847,135
2020-03-10,Fracht Express,0,204.257,20
2020-03-09,Fracht Express,0,161.468,13
2020-03-09,Fracht Cargo,0,48.9,3
2020-03-08,Fracht Express,0,,
2020-03-08,Fracht Cargo,0,11.879,2
2020-03-08,Andere Kategorien,0,,76
2020-03-06,Fracht Express,0,156.211,18
2020-03-05,Andere Kategorien,6,,18
2020-03-04,Andere Kategorien,6,,69
2020-03-03,Fracht Express,0,189.786,20
2020-03-03,Fracht Cargo,0,,
2020-03-03,Andere Kategorien,12,,46
2020-03-02,Fracht Cargo,0,39.215,2
2020-03-02,Andere Kategorien,2,,14
2020-02-29,Andere Kategorien,4,,16
2020-02-28,Passagierverkehr,25209,2.337,206
2020-02-28,Andere Kategorien,11,,80
2020-02-27,Andere Kategorien,16,,11
2020-02-26,Andere Kategorien,11,,13
2020-02-25,Fracht Cargo,0,,
2020-02-24,Fracht Cargo,0,40.157,3
2020-02-23,Andere Kategorien,3,,30
2020-02-22,Fracht Cargo,0,78.387,5
2020-02-22,Andere Kategorien,4,,59
2020-02-21,Passagierverkehr,25563,0.585,209
2020-02-21,Fracht Express,0,150.789,15
2020-02-21,Andere Kategorien,0,,64
2020-02-19,Passagierverkehr,15673,0.957,155
2020-02-18,Andere Kategorien,53,,50
2020-02-17,Passagierverkehr,20990,2.128,178
2020-02-16,Fracht Cargo,0,22.415,2
2020-02-16,Andere Kategorien,8,,45
2020-02-14,Fracht Express,0,155.524,14
2020-02-14,Fracht Cargo,0,49.98,2
2020-02-13,Fracht Cargo,0,,
2020-02-12,Fracht Cargo,0,81.435,4
2020-02-11,Fracht Cargo,0,33.305,1
2020-02-10,Andere Kategorien,7,,6
2020-02-09,Fracht Express,0,,
2020-02-08,Fracht Cargo,0,83.193,4
2020-02-08,Andere Kategorien,0,,60
2020-02-06,Passagierverkehr,14674,1.172,149
2020-02-06,Fracht Express,0,187.01,17
2020-02-05,Fracht Express,0,195.078,20
2020-02-04,Passagierverkehr,11981,0.992,129
2020-02-04,Fracht Cargo,0,,
2020-02-04,Andere Kategorien,13,,14
2020-02-01,Fracht Express,0,33.196,5
2020-02-01,Fracht Cargo,0,73.65,4
2020-01-30,Passagierverkehr,11713,1.317,123
2020-01-29,Fracht Cargo,0,62.333,4
2020-01-29,Andere Kategorien,21,,23
2020-01-28,Passagierverkehr,10481,0.609,119
2020-01-28,Andere Kategorien,13,,12
2020-01-27,Passagierverkehr,13771,0.598,134
2020-01-27,Fracht Cargo,0,38.108,2
2020-01-27,Andere Kategorien,6,,61
2020-01-26,Passagierverkehr,22348,0.172,178
2020-01-26,Fracht Express,0,,
2020-01-25,Passagierverkehr,13498,1.019,134
2020-01-25,Fracht Cargo,0,63.867,4
2020-01-24,Fracht Cargo,0,47.072,2
2020-01-23,Passagierverkehr,11282,0.452,123
2020-01-21,Fracht Cargo,0,,
2020-01-19,Fracht Cargo,0,15.376,2
2020-01-19,Andere Kategorien,15,,36
2020-01-18,Passagierverkehr,12265,2.36,116
2020-01-17,Passagierverkehr,20013,2.24,184
2020-01-17,Fracht Cargo,0,39.76,2
2020-01-17,Andere Kategorien,12,,44
2020-01-16,Passagierverkehr,10646,,117
2020-01-16,Fracht Cargo,0,,
2020-01-15,Fracht Express,0,195.866,17
2020-01-15,Andere Kategorien,42,,85
2020-01-13,Andere Kategorien,1,,29
2020-01-12,Andere Kategorien,6,,25
2020-01-11,Fracht Cargo,0,81.474,4
2020-01-10,Fracht Express,0,164.249,14
2020-01-10,Andere Kategorien,1,,64
2020-01-05,Passagierverkehr,25779,0.099,198
2020-01-05,Fracht Express,0,,
2020-01-05,Andere Kategorien,0,,49
2020-01-04,Passagierverkehr,21958,0.563,175
2020-01-04,Fracht Cargo,0,,
2020-01-03,Passagierverkehr,27421,1.941,220
2020-01-02,Passagierverkehr,24957,1.009,195
2020-01-01,Fracht Express,0,,
2022-03-30,Passagierverkehr,11621,0.126,144
2022-03-30,Andere Kategorien,4,,27
2022-03-28,Passagierverkehr,15300,1.609,151
2022-03-27,Fracht Express,0,,
2022-03-26,Andere Kategorien,3,,84
2022-03-25,Fracht Cargo,0,57.997,2
2022-03-24,Andere Kategorien,2,,123
2022-03-23,Passagierverkehr,10906,0.384,122
2022-03-23,Fracht Express,0,231.212,18
2022-03-23,Fracht Cargo,0,139.766,4
2022-03-22,Passagierverkehr,11765,0.109,112
2022-03-22,Fracht Express,0,222.174,18
2022-03-21,Fracht Cargo,0,86.242,2
2022-03-20,Fracht Express,0,,
2022-03-19,Passagierverkehr,14800,0.72,133
2022-03-19,Andere Kategorien,24,,38
2022-03-18,Andere Kategorien,3,,90
2022-03-17,Fracht Express,0,220.1,22
2022-03-17,Andere Kategorien,16,,62
2022-03-16,Fracht Cargo,0,101.793,4
2022-03-15,Passagierverkehr,11537,1.786,110
2022-03-15,Fracht Cargo,0,,
2022-03-15,Andere Kategorien,7,,32
2022-03-14,Andere Kategorien,3,,64
2022-03-13,Passagierverkehr,17474,,148
2022-03-13,Andere Kategorien,10,,79
2022-03-11,Andere Kategorien,1,,51
2022-03-10,Fracht Express,0,232.175,18
2022-03-10,Fracht Cargo,0,,
2022-03-07,Passagierverkehr,13451,0.899,129
2022-03-07,Fracht Cargo,0,65.172,2
2022-03-07,Andere Kategorien,7,,56
2022-03-06,Fracht Cargo,0,,
2022-03-06,Andere Kategorien,4,,63
2022-03-05,Fracht Express,0,41.436,4
2022-03-04,Passagierverkehr,17886,0.422,148
2022-03-04,Fracht Express,0,171.084,13
2022-03-04,Fracht Cargo,0,97.579,2
2022-03-03,Andere Kategorien,4,,34
2022-03-02,Fracht Cargo,0,25.787,3
2022-03-01,Passagierverkehr,12944,0.168,110
2022-03-01,Andere Kategorien,9,,65
2022-02-28,Passagierverkehr,13271,,110
2022-02-28,Fracht Cargo,0,,
2022-02-26,Passagierverkehr,15300,0.559,111
2022-02-26,Fracht Express,0,42.41,4
2022-02-25,Andere Kategorien,11,,109
2022-02-24,Passagierverkehr,12024,1.505,108
2022-02-24,Andere Kategorien,0,,31
2022-02-23,Passagierverkehr,9260,0.585,86
2022-02-23,Fracht Cargo,0,96.56,4
2022-02-20,Passagierverkehr,17573,,138
2022-02-19,Passagierverkehr,15264,,113
2022-02-19,Andere Kategorien,5,,118
2022-02-17,Fracht Cargo,0,,
2022-02-16,Passagierverkehr,8236,,80
2022-02-15,Fracht Cargo,0,,
2022-02-14,Fracht Cargo,0,73.129,2
2022-02-13,Passagierverkehr,16456,,136
2022-02-13,Fracht Express,0,,
2022-02-12,Fracht Cargo,0,117.297,4
2022-02-11,Fracht Cargo,0,84.91,2
2022-02-10,Fracht Cargo,0,,
2022-02-10,Andere Kategorien,15,,118
2022-02-08,Passagierverkehr,7320,0.759,81
2022-02-06,Fracht Cargo,0,,
2022-02-05,Fracht Express,0,41.799,4
2022-02-04,Passagierverkehr,10452,,98
2022-02-04,Andere Kategorien,0,,136
2022-02-03,Andere Kategorien,14,,75
2022-02-02,Fracht Express,0,231.639,18
2022-02-02,Fracht Cargo,0,79.682,4
2022-02-01,Fracht Express,0,227.002,18
2022-01-31,Passagierverkehr,4803,0.099,60
2022-01-31,Fracht Cargo,0,,
2022-01-30,Fracht Express,0,,
2022-01-30,Andere Kategorien,5,,31
2022-01-29,Fracht Express,0,46.727,4
2022-01-28,Fracht Express,0,174.682,13
2022-01-26,Fracht Express,0,227.417,20
2022-01-26,Fracht Cargo,0,63.883,4
2022-01-25,Andere Kategorien,1,,109
2022-01-24,Fracht Express,0,200.984,15
2022-01-24,Fracht Cargo,0,40.643,2
2022-01-23,Fracht Cargo,0,,
2022-01-22,Passagierverkehr,7572,0.695,75
2022-01-22,Fracht Express,0,36.803,4
2022-01-21,Fracht Express,0,177.886,13
2022-01-20,Passagierverkehr,3107,0.537,47
2022-01-20,Fracht Express,0,216.27,18
2022-01-20,Fracht Cargo,0,,
2022-01-19,Passagierverkehr,2994,0.152,54
2022-01-19,Fracht Express,0,228.282,18
2022-01-19,Fracht Cargo,0,76.967,4
2022-01-19,Andere Kategorien,2,,64
2022-01-18,Passagierverkehr,4540,0.167,59
2022-01-18,Fracht Express,0,219.192,18
2022-01-18,Andere Kategorien,14,,30
2022-01-16,Passagierverkehr,9451,0.709,122
2022-01-16,Andere Kategorien,0,,116
2022-01-15,Fracht Express,0,52.985,4
2022-01-15,Andere Kategorien,0,,6
2022-01-14,Fracht Cargo,0,70.84,2
2022-01-13,Andere Kategorien,4,,101
2022-01-11,Fracht Cargo,0,130.466,4
2022-01-10,Fracht Cargo,0,,
2022-01-10,Andere Kategorien,10,,41
2022-01-09,Fracht Cargo,0,,
2022-01-06,Passagierverkehr,9323,0.832,112
2022-01-04,Fracht Express,0,166.324,16
2022-01-04,Andere Kategorien,1,,13
2022-01-03,Passagierverkehr,14326,0.029,141
2022-01-03,Fracht Express,0,128.965,14
2022-01-02,Passagierverkehr,18658,0.125,174
2022-01-02,Fracht Express,0,,
2022-01-02,Andere Kategorien,0,,54
2022-01-01,Passagierverkehr,15791,,142
2021-12-30,Fracht Cargo,0,,
2021-12-28,Passagierverkehr,14717,1.3,136
2021-12-27,Andere Kategorien,6,,69
2021-12-26,Andere Kategorien,3,,13
2021-12-25,Fracht Cargo,0,106.137,4
2021-12-23,Fracht Express,0,227.773,18
2021-12-22,Passagierverkehr,14633,0.895,161
2021-12-21,Passagierverkehr,13208,1.681,134
2021-12-21,Fracht Cargo,0,0.0,1
2021-12-20,Passagierverkehr,12670,0.033,132
2021-12-19,Fracht Express,0,,
2021-12-19,Andere Kategorien,3,,62
2021-12-18,Passagierverkehr,14727,0.493,150
2021-12-18,Fracht Cargo,0,140.389,4
2021-12-17,Passagierverkehr,13839,1.217,151
2021-12-17,Fracht Express,0,209.432,17
2021-12-17,Andere Kategorien,17,,30
2021-12-16,Passagierverkehr,11410,2.274,150
2021-12-16,Fracht Cargo,0,,
2021-12-14,Passagierverkehr,7305,0.703,105
2021-12-14,Fracht Cargo,0,,
2021-12-14,Andere Kategorien,0,,111
2021-12-13,Passagierverkehr,7680,,101
2021-12-13,Andere Kategorien,0,,83
2021-12-11,Fracht Cargo,0,21.886,2
2021-12-10,Fracht Express,0,189.024,15
2021-12-10,Fracht Cargo,0,89.982,4
2021-12-10,Andere Kategorien,0,,16
2021-12-09,Andere Kategorien,1,,33
2021-12-07,Fracht Cargo,0,5.164,1
2021-12-07,Andere Kategorien,7,,105
2021-12-06,Fracht Cargo,0,59.405,3
2021-12-06,Andere Kategorien,7,,54
2021-12-05,Passagierverkehr,11170,0.496,127
2021-12-04,Fracht Express,0,71.882,6
2021-12-03,Passagierverkehr,12421,0.87,140
2021-12-01,Fracht Cargo,0,77.802,2
2022-04-30,Passagierverkehr,22558,0.712,172
2022-04-29,Passagierverkehr,22903,1.732,195
2022-04-28,Fracht Express,0,208.144,21
2022-04-28,Andere Kategorien,8,,65
2022-04-27,Fracht Express,0,215.928,18
2022-04-26,Fracht Express,0,184.541,16
2022-04-25,Passagierverkehr,20826,2.061,175
2022-04-25,Fracht Express,0,174.64,14
2022-04-25,Fracht Cargo,0,48.949,2
2022-04-24,Passagierverkehr,26271,0.077,207
2022-04-23,Passagierverkehr,24552,5.757,182
2022-04-22,Passagierverkehr,24511,0.559,182
2022-04-21,Fracht Express,0,201.798,18
2022-04-21,Fracht Cargo,0,,
2022-04-19,Passagierverkehr,23689,1.301,173
2022-04-16,Fracht Cargo,0,37.14,2
2022-04-15,Fracht Express,0,95.8,8
2022-04-15,Fracht Cargo,0,70.426,2
2022-04-15,Andere Kategorien,12,,41
2022-04-14,Passagierverkehr,25452,0.464,206
2022-04-14,Fracht Express,0,214.169,19
2022-04-14,Fracht Cargo,0,,
2022-04-13,Fracht Express,0,204.063,17
2022-04-12,Passagierverkehr,18795,1.439,175
2022-04-11,Passagierverkehr,19236,0.082,167
2022-04-11,Fracht Express,0,185.95,15
2022-04-09,Passagierverkehr,21489,0.87,170
2022-04-09,Fracht Cargo,0,134.835,4
2022-04-09,Andere Kategorien,0,,17
2022-04-08,Fracht Express,0,106.435,9
2022-04-08,Andere Kategorien,25,,17
2022-04-07,Passagierverkehr,15584,0.4,173
2022-04-05,Fracht Express,0,198.177,20
2022-04-05,Andere Kategorien,11,,16
2022-04-04,Andere Kategorien,11,,63
2022-04-03,Fracht Express,0,,
2022-04-03,Andere Kategorien,9,,13
2022-04-02,Passagierverkehr,17245,1.343,151
2022-04-02,Fracht Express,0,42.177,2
2022-04-02,Andere Kategorien,0,,8
2022-04-01,Passagierverkehr,19160,0.587,167
2022-05-31,Fracht Express,0,212.88,18
2022-05-31,Fracht Cargo,0,,
2022-05-31,Andere Kategorien,2,,44
2022-05-30,Fracht Express,0,177.797,15
2022-05-30,Andere Kategorien,21,,75
2022-05-29,Fracht Express,0,,
2022-05-29,Andere Kategorien,10,,33
2022-05-28,Fracht Express,0,21.923,2
2022-05-28,Fracht Cargo,0,105.863,4
2022-05-27,Fracht Cargo,0,78.262,2
2022-05-26,Fracht Express,0,118.444,11
2022-05-26,Fracht Cargo,0,,
2022-05-24,Passagierverkehr,20255,0.982,175
2022-05-24,Fracht Cargo,0,,
2022-05-24,Andere Kategorien,7,,38
2022-05-23,Passagierverkehr,20598,0.189,178
2022-05-22,Passagierverkehr,24134,0.745,183
2022-05-21,Passagierverkehr,23152,0.997,176
2022-05-21,Andere Kategorien,5,,72
2022-05-20,Passagierverkehr,23557,2.188,197
2022-05-20,Andere Kategorien,8,,57
2022-05-19,Fracht Express,0,216.442,18
2022-05-18,Passagierverkehr,14946,0.381,165
2022-05-18,Andere Kategorien,9,,93
2022-05-17,Passagierverkehr,16341,1.027,153
2022-05-17,Fracht Express,0,207.117,18
2022-05-14,Fracht Express,0,33.404,2
2022-05-14,Andere Kategorien,29,,110
2022-05-11,Passagierverkehr,13763,0.058,152
2022-05-11,Fracht Express,0,190.251,18
2022-05-11,Andere Kategorien,30,,117
2022-05-10,Andere Kategorien,13,,90
2022-05-09,Andere Kategorien,10,,63
2022-05-08,Fracht Express,0,,
2022-05-07,Fracht Cargo,0,136.162,4
2022-05-06,Fracht Cargo,0,,
2022-05-04,Passagierverkehr,13743,0.75,152
2022-05-03,Fracht Cargo,0,,
2022-05-02,Passagierverkehr,19663,0.346,173
2022-05-01,Fracht Express,0,,
2022-05-01,Fracht Cargo,0,,
2022-06-30,Fracht Express,0,199.634,19
2022-06-29,Fracht Cargo,0,92.206,4
2022-06-29,Andere Kategorien,13,,94
2022-06-28,Passagierverkehr,20178,1.472,182
2022-06-27,Fracht Cargo,0,75.361,2
2022-06-27,Andere Kategorien,22,,43
2022-06-26,Fracht Express,0,,
2022-06-25,Fracht Express,0,42.08,2
2022-06-24,Passagierverkehr,22211,0.308,181
2022-06-23,Fracht Cargo,0,,
2022-06-23,Andere Kategorien,34,,32
2022-06-22,Passagierverkehr,18259,2.562,169
2022-06-22,Fracht Cargo,0,113.748,4
2022-06-20,Passagierverkehr,21957,0.646,190
2022-06-20,Fracht Express,0,170.587,14
2022-06-20,Andere Kategorien,7,,35
2022-06-19,Fracht Express,0,,
2022-06-18,Passagierverkehr,23703,1.818,174
2022-06-17,Andere Kategorien,11,,74
2022-06-16,Fracht Cargo,0,,
2022-06-14,Fracht Express,0,220.343,18
2022-06-14,Fracht Cargo,0,,
2022-06-13,Passagierverkehr,21752,0.267,246
2022-06-13,Fracht Cargo,0,80.275,2
2022-06-13,Andere Kategorien,40,,72
2022-06-12,Andere Kategorien,13,,54
2022-06-11,Passagierverkehr,22838,1.077,185
2022-06-09,Fracht Express,0,201.847,18
2022-06-08,Fracht Express,0,214.5,18
2022-06-07,Fracht Express,0,175.157,17
2022-06-06,Passagierverkehr,25327,1.565,191
2022-06-06,Fracht Cargo,0,74.828,2
2022-06-06,Andere Kategorien,4,,82
2022-06-05,Fracht Cargo,0,,
2022-06-03,Andere Kategorien,12,,54
2022-06-02,Fracht Express,0,218.121,18
2022-06-01,Fracht Cargo,0,117.332,4
2022-07-31,Passagierverkehr,29865,0.065,223
2022-07-30,Andere Kategorien,10,,63
2022-07-29,Fracht Cargo,0,68.673,2
2022-07-28,Fracht Express,0,194.144,18
2022-07-26,Passagierverkehr,25961,2.393,208
2022-07-26,Fracht Cargo,0,,
2022-07-26,Andere Kategorien,20,,84
2022-07-25,Passagierverkehr,25729,2.614,200
2022-07-25,Fracht Cargo,0,43.925,2
2022-07-25,Andere Kategorien,6,,68
2022-07-24,Fracht Cargo,0,,
2022-07-23,Fracht Express,0,30.6,2
2022-07-22,Passagierverkehr,24824,0.699,199
2022-07-22,Fracht Express,0,150.328,11
2022-07-21,Passagierverkehr,26703,1.365,211
2022-07-21,Fracht Express,0,192.617,20
2022-07-20,Fracht Cargo,0,119.857,4
2022-07-19,Fracht Express,0,190.061,18
2022-07-19,Andere Kategorien,8,,71
2022-07-18,Passagierverkehr,24855,4.015,198
2022-07-18,Fracht Express,0,173.859,15
2022-07-17,Fracht Express,0,,
2022-07-16,Passagierverkehr,27261,1.756,215
2022-07-15,Fracht Express,0,144.382,11
2022-07-15,Andere Kategorien,9,,128
2022-07-13,Fracht Express,0,212.84,18
2022-07-13,Andere Kategorien,10,,76
2022-07-12,Passagierverkehr,22271,2.806,196
2022-07-12,Fracht Cargo,0,,
2022-07-12,Andere Kategorien,8,,84
2022-07-11,Fracht Express,0,167.376,15
2022-07-10,Fracht Express,0,,
2022-07-10,Fracht Cargo,0,,
2022-07-09,Fracht Express,0,42.988,2
2022-07-06,Passagierverkehr,20453,1.07,189
2022-07-06,Fracht Cargo,0,87.279,4
2022-07-05,Fracht Express,0,193.438,18
2022-07-05,Fracht Cargo,0,,
2022-07-04,Fracht Express,0,190.098,15
2022-07-04,Fracht Cargo,0,67.772,2
2022-07-02,Fracht Express,0,38.047,2
2022-07-01,Fracht Express,0,155.356,12
2022-07-01,Fracht Cargo,0,54.386,2
2022-08-31,Passagierverkehr,21551,0.406,188
2022-08-31,Fracht Express,0,192.429,18
2022-08-31,Fracht Cargo,0,105.649,4
2022-08-31,Andere Kategorien,17,,62
2022-08-30,Passagierverkehr,23389,2.216,218
2022-08-29,Passagierverkehr,23433,0.714,189
2022-08-29,Fracht Cargo,0,36.799,2
2022-08-29,Andere Kategorien,13,,11
2022-08-28,Passagierverkehr,26265,2.432,212
2022-08-28,Fracht Cargo,0,,
2022-08-27,Passagierverkehr,26955,1.424,229
2022-08-26,Fracht Cargo,0,50.458,2
2022-08-26,Andere Kategorien,7,,34
2022-08-25,Passagierverkehr,26417,3.639,223
2022-08-25,Andere Kategorien,8,,51
2022-08-23,Passagierverkehr,23761,1.378,201
2022-08-23,Fracht Cargo,0,0.0,1
2022-08-22,Passagierverkehr,24191,0.599,211
2022-08-19,Fracht Cargo,0,70.872,2
2022-08-18,Fracht Express,0,166.688,16
2022-08-18,Fracht Cargo,0,,
2022-08-16,Fracht Cargo,0,,
2022-08-15,Passagierverkehr,25369,0.201,215
2022-08-14,Passagierverkehr,28207,1.198,221
2022-08-14,Fracht Cargo,0,,
