messbeginn,messende,standort,parameter,messwert,messwert_zahlenformat,3_dezimalstellen_messwert,4_dezimalstellen_messwert,5_dezimalstellen_messwert,interventionswert,interventionswert_3_dez,warnwert,warnwert_3_dez,einheit,messmethode
2024-07-16,2024-07-30,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-07-16,2024-07-30,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 1,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 3,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-07-30,2024-08-13,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 2,PM 10,9,9.0,9.0,9.0,9.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 4,PM 10,10,10.0,10.0,10.0,10.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-08-13,2024-08-27,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 4,PM 10,15,15.0,15.0,15.0,15.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-08-27,2024-09-10,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-09-10,2024-09-24,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 4,PM 10,9,9.0,9.0,9.0,9.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-09-24,2024-10-08,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-10-08,2024-10-22,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-10-22,2024-11-05,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 1,PM 10,19,19.0,19.0,19.0,19.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 2,PM 10,20,20.0,20.0,20.0,20.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 1,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 3,Blei,0.007,0.007,0.007,0.007,0.007,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 1,Nickel,0.007,0.007,0.007,0.007,0.007,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 2,Nickel,0.007,0.007,0.007,0.007,0.007,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 1,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 3,Zink,0.029,0.029,0.029,0.029,0.029,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 1,Chrom,0.007,0.007,0.007,0.007,0.007,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 2,∑PAK,0.0019,0.0019,0.0019,0.0019,0.0019,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-11-05,2024-11-18,ROSEN 2,Benzo(a)pyren,0.00021,0.00021,0.00021,0.00021,0.00021,0.001,0.001,,,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 1,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 3,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-11-18,2024-12-03,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 2,PM 10,16,16.0,16.0,16.0,16.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 3,PM 10,17,17.0,17.0,17.0,17.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,PM 10,15,15.0,15.0,15.0,15.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 3,PM 10,16,16.0,16.0,16.0,16.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-01-07,2025-01-28,ROSEN 2,PM 10,18,18.0,18.0,18.0,18.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-01-07,2025-01-28,ROSEN 3,PM 10,20,20.0,20.0,20.0,20.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 3,PM 10,30,30.0,30.0,30.0,30.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 4,PM 10,25,25.0,25.0,25.0,25.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,PM 10,37,37.0,37.0,37.0,37.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 4,PM 10,,,,,,20.0,20.0,,,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 1,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 2,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 2,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 1,Zink,0.035,0.035,0.035,0.035,0.035,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
